City/Town,Ward,Pct,Edward J. Markey,"Joseph P. Kennedy, III",All Others,Blanks,Total Votes Cast,Total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total.1,White (alone),Black or African American (alone),Hispanic or Latino (alone),American Indian and Alaska Native (alone),Asian (alone),Native Hawaiian and Other Pacific Islander (alone),Some Other Race/Ethnicity (alone),Two or More Races/Ethnicities (alone),Black Percentage,Native American Percentage,Asian Percentage,Native Hawaiian/Pacific Islander Percentage,Other Race Percentage,Two or more races Percentage,Hispanic Percentage,White Percentage
Boston,10.00,1.00,154.00,202.00,0.00,0.00,356.00,888.00,264.00,261.00,11.00,138.00,0.00,172.00,42.00,888.00,159.00,232.00,333.00,9.00,138.00,0.00,0.00,17.00,29.39,1.24,15.54,0.00,19.37,4.73,37.50,29.73
Boston,10.00,2.00,159.00,104.00,0.00,0.00,263.00,2579.00,1462.00,331.00,9.00,581.00,1.00,126.00,69.00,2579.00,1354.00,290.00,298.00,4.00,581.00,1.00,9.00,42.00,12.83,0.35,22.53,0.04,4.89,2.68,11.55,56.69
Boston,10.00,3.00,180.00,100.00,0.00,0.00,280.00,2020.00,1403.00,193.00,12.00,256.00,3.00,83.00,70.00,2020.00,1306.00,166.00,228.00,6.00,256.00,3.00,5.00,50.00,9.55,0.59,12.67,0.15,4.11,3.47,11.29,69.46
Boston,10.00,4.00,303.00,221.00,2.00,2.00,528.00,2606.00,1298.00,421.00,19.00,561.00,3.00,209.00,95.00,2606.00,1128.00,367.00,477.00,13.00,556.00,3.00,5.00,57.00,16.16,0.73,21.53,0.12,8.02,3.65,18.30,49.81
Boston,10.00,5.00,246.00,115.00,0.00,5.00,366.00,2078.00,1539.00,228.00,7.00,135.00,0.00,97.00,72.00,2078.00,1448.00,208.00,225.00,3.00,135.00,0.00,8.00,51.00,10.97,0.34,6.50,0.00,4.67,3.46,10.83,74.06
Boston,10.00,6.00,277.00,163.00,1.00,1.00,442.00,1706.00,606.00,564.00,12.00,133.00,0.00,285.00,106.00,1706.00,386.00,472.00,665.00,1.00,130.00,0.00,6.00,46.00,33.06,0.70,7.80,0.00,16.71,6.21,38.98,35.52
Boston,10.00,7.00,287.00,253.00,1.00,4.00,545.00,1809.00,582.00,580.00,26.00,43.00,0.00,435.00,143.00,1809.00,234.00,457.00,1030.00,5.00,42.00,0.00,14.00,27.00,32.06,1.44,2.38,0.00,24.05,7.90,56.94,32.17
Boston,10.00,8.00,548.00,227.00,1.00,8.00,784.00,2779.00,1583.00,582.00,4.00,394.00,2.00,122.00,92.00,2779.00,1407.00,538.00,385.00,4.00,390.00,1.00,7.00,47.00,20.94,0.14,14.18,0.07,4.39,3.31,13.85,56.96
Boston,10.00,9.00,775.00,195.00,0.00,4.00,974.00,2265.00,1646.00,182.00,13.00,145.00,0.00,206.00,73.00,2265.00,1417.00,141.00,520.00,1.00,145.00,0.00,11.00,30.00,8.04,0.57,6.40,0.00,9.09,3.22,22.96,72.67
Boston,11.00,1.00,258.00,108.00,1.00,2.00,369.00,912.00,357.00,429.00,3.00,31.00,0.00,58.00,34.00,912.00,307.00,392.00,150.00,3.00,31.00,0.00,6.00,23.00,47.04,0.33,3.40,0.00,6.36,3.73,16.45,39.14
Boston,11.00,2.00,292.00,300.00,1.00,3.00,596.00,1651.00,230.00,1090.00,25.00,21.00,2.00,196.00,87.00,1651.00,113.00,1016.00,442.00,8.00,21.00,2.00,11.00,38.00,66.02,1.51,1.27,0.12,11.87,5.27,26.77,13.93
Boston,11.00,3.00,170.00,201.00,0.00,4.00,375.00,1385.00,196.00,891.00,9.00,13.00,1.00,195.00,80.00,1385.00,90.00,786.00,445.00,6.00,13.00,1.00,12.00,32.00,64.33,0.65,0.94,0.07,14.08,5.78,32.13,14.15
Boston,11.00,4.00,457.00,228.00,3.00,2.00,690.00,2245.00,736.00,813.00,37.00,44.00,0.00,457.00,158.00,2245.00,406.00,709.00,1027.00,12.00,41.00,0.00,10.00,40.00,36.21,1.65,1.96,0.00,20.36,7.04,45.75,32.78
Boston,11.00,5.00,371.00,259.00,0.00,6.00,636.00,1825.00,711.00,596.00,15.00,26.00,0.00,377.00,100.00,1825.00,440.00,505.00,803.00,7.00,26.00,0.00,11.00,33.00,32.66,0.82,1.42,0.00,20.66,5.48,44.00,38.96
Boston,11.00,6.00,487.00,111.00,0.00,1.00,599.00,1257.00,777.00,176.00,3.00,62.00,0.00,163.00,76.00,1257.00,646.00,127.00,399.00,1.00,61.00,0.00,7.00,16.00,14.00,0.24,4.93,0.00,12.97,6.05,31.74,61.81
Boston,11.00,7.00,543.00,167.00,0.00,3.00,713.00,1955.00,1096.00,464.00,12.00,51.00,0.00,255.00,77.00,1955.00,938.00,424.00,487.00,3.00,51.00,0.00,10.00,42.00,23.73,0.61,2.61,0.00,13.04,3.94,24.91,56.06
Boston,11.00,8.00,844.00,216.00,0.00,3.00,1063.00,1733.00,1185.00,223.00,10.00,153.00,1.00,106.00,55.00,1733.00,1081.00,196.00,253.00,3.00,153.00,1.00,13.00,33.00,12.87,0.58,8.83,0.06,6.12,3.17,14.60,68.38
Boston,11.00,9.00,496.00,103.00,0.00,2.00,601.00,997.00,844.00,63.00,1.00,41.00,0.00,23.00,25.00,997.00,790.00,48.00,99.00,0.00,40.00,0.00,3.00,17.00,6.32,0.10,4.11,0.00,2.31,2.51,9.93,84.65
Boston,11.00,10.00,603.00,97.00,0.00,3.00,703.00,1462.00,1096.00,145.00,2.00,69.00,0.00,110.00,40.00,1462.00,998.00,122.00,238.00,1.00,68.00,0.00,13.00,22.00,9.92,0.14,4.72,0.00,7.52,2.74,16.28,74.97
Boston,12.00,1.00,213.00,351.00,1.00,3.00,568.00,1812.00,137.00,1380.00,11.00,33.00,0.00,166.00,85.00,1812.00,74.00,1328.00,307.00,10.00,32.00,0.00,12.00,49.00,76.16,0.61,1.82,0.00,9.16,4.69,16.94,7.56
Boston,12.00,2.00,259.00,397.00,1.00,3.00,660.00,2361.00,171.00,1767.00,17.00,17.00,1.00,288.00,100.00,2361.00,39.00,1664.00,529.00,9.00,17.00,1.00,45.00,57.00,74.84,0.72,0.72,0.04,12.20,4.24,22.41,7.24
Boston,12.00,3.00,132.00,206.00,0.00,7.00,345.00,794.00,55.00,604.00,4.00,24.00,1.00,75.00,31.00,794.00,20.00,564.00,151.00,1.00,24.00,1.00,11.00,22.00,76.07,0.50,3.02,0.13,9.45,3.90,19.02,6.93
Boston,12.00,4.00,150.00,249.00,3.00,3.00,405.00,1235.00,100.00,884.00,6.00,3.00,2.00,178.00,62.00,1235.00,47.00,826.00,274.00,5.00,3.00,2.00,30.00,48.00,71.58,0.49,0.24,0.16,14.41,5.02,22.19,8.10
Boston,12.00,5.00,117.00,180.00,0.00,0.00,297.00,860.00,48.00,684.00,10.00,2.00,0.00,86.00,30.00,860.00,15.00,655.00,151.00,6.00,1.00,0.00,12.00,20.00,79.53,1.16,0.23,0.00,10.00,3.49,17.56,5.58
Boston,12.00,6.00,119.00,220.00,0.00,2.00,341.00,858.00,41.00,693.00,6.00,9.00,0.00,65.00,44.00,858.00,21.00,659.00,134.00,5.00,9.00,0.00,10.00,20.00,80.77,0.70,1.05,0.00,7.58,5.13,15.62,4.78
Boston,12.00,7.00,245.00,365.00,5.00,11.00,626.00,3079.00,386.00,2016.00,22.00,19.00,0.00,507.00,129.00,3079.00,186.00,1876.00,914.00,15.00,18.00,0.00,12.00,58.00,65.48,0.71,0.62,0.00,16.47,4.19,29.68,12.54
Boston,12.00,8.00,108.00,118.00,0.00,2.00,228.00,950.00,82.00,668.00,8.00,3.00,0.00,146.00,43.00,950.00,33.00,630.00,244.00,8.00,3.00,0.00,10.00,22.00,70.32,0.84,0.32,0.00,15.37,4.53,25.68,8.63
Boston,12.00,9.00,153.00,189.00,0.00,7.00,349.00,1116.00,95.00,802.00,7.00,15.00,1.00,134.00,62.00,1116.00,23.00,764.00,268.00,4.00,15.00,1.00,9.00,32.00,71.86,0.63,1.34,0.09,12.01,5.56,24.01,8.51
Boston,13.00,1.00,131.00,301.00,1.00,2.00,435.00,1573.00,134.00,955.00,11.00,12.00,0.00,345.00,116.00,1573.00,41.00,851.00,458.00,8.00,11.00,0.00,130.00,74.00,60.71,0.70,0.76,0.00,21.93,7.37,29.12,8.52
Boston,13.00,2.00,46.00,101.00,0.00,2.00,149.00,673.00,82.00,389.00,19.00,10.00,1.00,114.00,58.00,673.00,14.00,351.00,232.00,2.00,8.00,0.00,28.00,38.00,57.80,2.82,1.49,0.15,16.94,8.62,34.47,12.18
Boston,13.00,3.00,177.00,152.00,0.00,3.00,332.00,3145.00,1502.00,573.00,16.00,681.00,5.00,279.00,89.00,3145.00,1293.00,515.00,547.00,7.00,681.00,5.00,41.00,56.00,18.22,0.51,21.65,0.16,8.87,2.83,17.39,47.76
Boston,13.00,4.00,116.00,165.00,0.00,4.00,285.00,1261.00,188.00,717.00,8.00,10.00,0.00,238.00,100.00,1261.00,82.00,668.00,370.00,5.00,10.00,0.00,62.00,64.00,56.86,0.63,0.79,0.00,18.87,7.93,29.34,14.91
Boston,13.00,5.00,155.00,160.00,0.00,2.00,317.00,1352.00,334.00,529.00,5.00,11.00,2.00,346.00,125.00,1352.00,263.00,483.00,284.00,1.00,11.00,2.00,206.00,102.00,39.13,0.37,0.81,0.15,25.59,9.25,21.01,24.70
Boston,13.00,6.00,270.00,181.00,0.00,6.00,457.00,1615.00,587.00,458.00,7.00,125.00,3.00,334.00,101.00,1615.00,517.00,420.00,272.00,4.00,125.00,3.00,196.00,78.00,28.36,0.43,7.74,0.19,20.68,6.25,16.84,36.35
Boston,13.00,7.00,284.00,135.00,2.00,8.00,429.00,1775.00,1010.00,199.00,1.00,431.00,0.00,79.00,55.00,1775.00,956.00,189.00,131.00,1.00,431.00,0.00,19.00,48.00,11.21,0.06,24.28,0.00,4.45,3.10,7.38,56.90
Boston,13.00,8.00,282.00,109.00,1.00,2.00,394.00,1511.00,770.00,187.00,3.00,368.00,4.00,113.00,66.00,1511.00,719.00,172.00,146.00,3.00,366.00,0.00,49.00,56.00,12.38,0.20,24.35,0.26,7.48,4.37,9.66,50.96
Boston,13.00,9.00,299.00,178.00,0.00,2.00,479.00,1683.00,742.00,249.00,7.00,429.00,5.00,185.00,66.00,1683.00,692.00,228.00,170.00,6.00,428.00,0.00,103.00,56.00,14.80,0.42,25.49,0.30,10.99,3.92,10.10,44.09
Boston,13.00,10.00,444.00,298.00,5.00,13.00,760.00,1946.00,1510.00,122.00,0.00,218.00,2.00,46.00,48.00,1946.00,1466.00,116.00,95.00,0.00,218.00,2.00,10.00,39.00,6.27,0.00,11.20,0.10,2.36,2.47,4.88,77.60
Boston,14.00,1.00,206.00,374.00,0.00,6.00,586.00,2866.00,279.00,1824.00,19.00,37.00,5.00,557.00,145.00,2866.00,48.00,1688.00,920.00,9.00,35.00,1.00,93.00,72.00,63.64,0.66,1.29,0.17,19.43,5.06,32.10,9.73
Boston,14.00,2.00,260.00,444.00,0.00,2.00,706.00,2695.00,142.00,2164.00,17.00,10.00,0.00,235.00,127.00,2695.00,42.00,2041.00,450.00,11.00,10.00,0.00,62.00,79.00,80.30,0.63,0.37,0.00,8.72,4.71,16.70,5.27
Boston,14.00,3.00,122.00,219.00,0.00,3.00,344.00,1549.00,75.00,1077.00,23.00,18.00,1.00,277.00,78.00,1549.00,20.00,987.00,459.00,17.00,18.00,1.00,11.00,36.00,69.53,1.48,1.16,0.06,17.88,5.04,29.63,4.84
Boston,14.00,4.00,148.00,271.00,0.00,2.00,421.00,1654.00,124.00,1230.00,10.00,15.00,0.00,203.00,72.00,1654.00,49.00,1146.00,353.00,8.00,15.00,0.00,39.00,44.00,74.37,0.60,0.91,0.00,12.27,4.35,21.34,7.50
Boston,14.00,5.00,98.00,217.00,1.00,1.00,317.00,1439.00,36.00,1278.00,5.00,11.00,1.00,70.00,38.00,1439.00,9.00,1231.00,155.00,2.00,11.00,1.00,2.00,28.00,88.81,0.35,0.76,0.07,4.86,2.64,10.77,2.50
Boston,14.00,6.00,100.00,206.00,1.00,1.00,308.00,1174.00,75.00,947.00,4.00,6.00,1.00,89.00,52.00,1174.00,41.00,878.00,211.00,2.00,6.00,0.00,11.00,25.00,80.66,0.34,0.51,0.09,7.58,4.43,17.97,6.39
Boston,14.00,7.00,114.00,197.00,0.00,2.00,313.00,1388.00,94.00,1085.00,7.00,10.00,0.00,126.00,66.00,1388.00,20.00,1016.00,286.00,7.00,7.00,0.00,11.00,41.00,78.17,0.50,0.72,0.00,9.08,4.76,20.61,6.77
Boston,14.00,8.00,182.00,263.00,1.00,2.00,448.00,1494.00,147.00,1206.00,2.00,12.00,1.00,84.00,42.00,1494.00,93.00,1162.00,190.00,2.00,11.00,0.00,5.00,31.00,80.72,0.13,0.80,0.07,5.62,2.81,12.72,9.84
Boston,14.00,9.00,90.00,215.00,0.00,0.00,305.00,1384.00,102.00,931.00,12.00,17.00,0.00,242.00,80.00,1384.00,13.00,844.00,459.00,5.00,17.00,0.00,19.00,27.00,67.27,0.87,1.23,0.00,17.49,5.78,33.16,7.37
Boston,14.00,10.00,149.00,241.00,0.00,1.00,391.00,1937.00,205.00,1254.00,12.00,17.00,3.00,350.00,96.00,1937.00,26.00,1131.00,661.00,9.00,16.00,3.00,36.00,55.00,64.74,0.62,0.88,0.15,18.07,4.96,34.12,10.58
Boston,14.00,11.00,149.00,246.00,0.00,3.00,398.00,1307.00,42.00,1065.00,3.00,10.00,0.00,121.00,66.00,1307.00,20.00,992.00,224.00,2.00,10.00,0.00,20.00,39.00,81.48,0.23,0.77,0.00,9.26,5.05,17.14,3.21
Boston,14.00,12.00,63.00,152.00,0.00,0.00,215.00,809.00,28.00,680.00,1.00,9.00,0.00,74.00,17.00,809.00,3.00,646.00,121.00,1.00,9.00,0.00,25.00,4.00,84.05,0.12,1.11,0.00,9.15,2.10,14.96,3.46
Boston,14.00,13.00,118.00,235.00,0.00,1.00,354.00,1206.00,38.00,1024.00,6.00,11.00,0.00,73.00,54.00,1206.00,18.00,973.00,149.00,1.00,11.00,0.00,17.00,37.00,84.91,0.50,0.91,0.00,6.05,4.48,12.35,3.15
Boston,14.00,14.00,161.00,226.00,0.00,0.00,387.00,1350.00,10.00,1203.00,3.00,5.00,0.00,86.00,43.00,1350.00,5.00,1127.00,179.00,2.00,5.00,0.00,3.00,29.00,89.11,0.22,0.37,0.00,6.37,3.19,13.26,0.74
Boston,15.00,1.00,159.00,271.00,0.00,1.00,431.00,1938.00,266.00,969.00,9.00,44.00,0.00,507.00,143.00,1938.00,130.00,874.00,554.00,7.00,44.00,0.00,223.00,106.00,50.00,0.46,2.27,0.00,26.16,7.38,28.59,13.73
Boston,15.00,2.00,107.00,155.00,0.00,2.00,264.00,1270.00,74.00,787.00,5.00,8.00,0.00,297.00,99.00,1270.00,34.00,749.00,206.00,3.00,8.00,0.00,176.00,94.00,61.97,0.39,0.63,0.00,23.39,7.80,16.22,5.83
Boston,15.00,3.00,74.00,94.00,0.00,0.00,168.00,875.00,75.00,418.00,3.00,31.00,0.00,260.00,88.00,875.00,56.00,383.00,164.00,3.00,28.00,0.00,163.00,78.00,47.77,0.34,3.54,0.00,29.71,10.06,18.74,8.57
Boston,15.00,4.00,240.00,258.00,1.00,11.00,510.00,2477.00,366.00,912.00,2.00,389.00,1.00,562.00,245.00,2477.00,262.00,855.00,397.00,2.00,389.00,0.00,366.00,206.00,36.82,0.08,15.70,0.04,22.69,9.89,16.03,14.78
Boston,15.00,5.00,131.00,224.00,0.00,0.00,355.00,1661.00,214.00,964.00,13.00,92.00,0.00,261.00,117.00,1661.00,72.00,878.00,422.00,7.00,92.00,0.00,115.00,75.00,58.04,0.78,5.54,0.00,15.71,7.04,25.41,12.88
Boston,15.00,6.00,113.00,99.00,1.00,1.00,214.00,1038.00,329.00,154.00,1.00,459.00,0.00,57.00,38.00,1038.00,313.00,144.00,75.00,1.00,459.00,0.00,11.00,35.00,14.84,0.10,44.22,0.00,5.49,3.66,7.23,31.70
Boston,15.00,7.00,135.00,162.00,1.00,4.00,302.00,1305.00,165.00,660.00,3.00,22.00,0.00,329.00,126.00,1305.00,126.00,608.00,222.00,1.00,21.00,0.00,228.00,99.00,50.57,0.23,1.69,0.00,25.21,9.66,17.01,12.64
Boston,15.00,8.00,107.00,132.00,0.00,2.00,241.00,1319.00,208.00,562.00,6.00,302.00,2.00,169.00,70.00,1319.00,133.00,531.00,236.00,6.00,300.00,2.00,56.00,55.00,42.61,0.45,22.90,0.15,12.81,5.31,17.89,15.77
Boston,15.00,9.00,130.00,125.00,1.00,3.00,259.00,1362.00,266.00,472.00,5.00,353.00,1.00,200.00,65.00,1362.00,239.00,457.00,181.00,3.00,351.00,0.00,90.00,41.00,34.65,0.37,25.92,0.07,14.68,4.77,13.29,19.53
Boston,16.00,1.00,169.00,121.00,2.00,3.00,295.00,1581.00,388.00,444.00,5.00,566.00,0.00,125.00,53.00,1581.00,327.00,419.00,192.00,4.00,561.00,0.00,35.00,43.00,28.08,0.32,35.80,0.00,7.91,3.35,12.14,24.54
Boston,16.00,2.00,171.00,126.00,2.00,2.00,301.00,961.00,580.00,123.00,2.00,187.00,0.00,49.00,20.00,961.00,546.00,115.00,76.00,1.00,187.00,0.00,24.00,12.00,12.80,0.21,19.46,0.00,5.10,2.08,7.91,60.35
Boston,16.00,3.00,240.00,210.00,0.00,3.00,453.00,1745.00,341.00,736.00,5.00,475.00,0.00,109.00,79.00,1745.00,313.00,709.00,122.00,2.00,475.00,0.00,58.00,66.00,42.18,0.29,27.22,0.00,6.25,4.53,6.99,19.54
Boston,16.00,4.00,216.00,181.00,0.00,2.00,399.00,2177.00,685.00,688.00,9.00,481.00,0.00,211.00,103.00,2177.00,624.00,657.00,210.00,5.00,477.00,0.00,120.00,84.00,31.60,0.41,22.09,0.00,9.69,4.73,9.65,31.47
Boston,16.00,5.00,266.00,216.00,0.00,2.00,484.00,1213.00,723.00,186.00,4.00,178.00,0.00,85.00,37.00,1213.00,688.00,167.00,126.00,2.00,178.00,0.00,24.00,28.00,15.33,0.33,14.67,0.00,7.01,3.05,10.39,59.60
Boston,16.00,6.00,320.00,237.00,2.00,4.00,563.00,2277.00,580.00,881.00,4.00,577.00,1.00,146.00,88.00,2277.00,502.00,816.00,260.00,3.00,577.00,1.00,57.00,61.00,38.69,0.18,25.34,0.04,6.41,3.86,11.42,25.47
Boston,16.00,7.00,266.00,190.00,3.00,13.00,472.00,1361.00,1032.00,184.00,3.00,93.00,2.00,36.00,11.00,1361.00,1006.00,170.00,61.00,2.00,91.00,2.00,19.00,10.00,13.52,0.22,6.83,0.15,2.65,0.81,4.48,75.83
Boston,16.00,8.00,331.00,253.00,1.00,10.00,595.00,1548.00,922.00,358.00,7.00,162.00,0.00,42.00,57.00,1548.00,901.00,331.00,93.00,7.00,161.00,0.00,10.00,45.00,23.13,0.45,10.47,0.00,2.71,3.68,6.01,59.56
Boston,16.00,9.00,274.00,251.00,5.00,23.00,553.00,1655.00,1514.00,55.00,3.00,51.00,0.00,15.00,17.00,1655.00,1490.00,54.00,45.00,0.00,51.00,0.00,2.00,13.00,3.32,0.18,3.08,0.00,0.91,1.03,2.72,91.48
Boston,16.00,10.00,220.00,187.00,3.00,13.00,423.00,1559.00,1191.00,184.00,1.00,116.00,2.00,32.00,33.00,1559.00,1158.00,174.00,70.00,1.00,116.00,1.00,10.00,29.00,11.80,0.06,7.44,0.13,2.05,2.12,4.49,76.40
Boston,16.00,11.00,296.00,267.00,3.00,12.00,578.00,1575.00,1084.00,283.00,5.00,140.00,0.00,33.00,30.00,1575.00,1049.00,272.00,78.00,5.00,135.00,0.00,14.00,22.00,17.97,0.32,8.89,0.00,2.10,1.90,4.95,68.83
Boston,16.00,12.00,227.00,289.00,6.00,36.00,558.00,1289.00,1208.00,46.00,4.00,16.00,0.00,9.00,6.00,1289.00,1197.00,45.00,15.00,4.00,16.00,0.00,6.00,6.00,3.57,0.31,1.24,0.00,0.70,0.47,1.16,93.72
Boston,17.00,1.00,117.00,203.00,0.00,3.00,323.00,1313.00,132.00,961.00,16.00,4.00,0.00,132.00,68.00,1313.00,44.00,927.00,243.00,4.00,4.00,0.00,32.00,59.00,73.19,1.22,0.30,0.00,10.05,5.18,18.51,10.05
Boston,17.00,2.00,111.00,161.00,0.00,3.00,275.00,983.00,85.00,617.00,6.00,93.00,2.00,124.00,56.00,983.00,55.00,563.00,176.00,1.00,91.00,0.00,51.00,46.00,62.77,0.61,9.46,0.20,12.61,5.70,17.90,8.65
Boston,17.00,3.00,302.00,338.00,1.00,2.00,643.00,1996.00,338.00,1383.00,2.00,40.00,3.00,151.00,79.00,1996.00,267.00,1330.00,273.00,1.00,40.00,0.00,35.00,50.00,69.29,0.10,2.00,0.15,7.57,3.96,13.68,16.93
Boston,17.00,4.00,372.00,416.00,2.00,12.00,802.00,2105.00,514.00,1236.00,10.00,160.00,0.00,102.00,83.00,2105.00,492.00,1190.00,145.00,10.00,158.00,0.00,45.00,65.00,58.72,0.48,7.60,0.00,4.85,3.94,6.89,24.42
Boston,17.00,5.00,86.00,157.00,0.00,0.00,243.00,981.00,48.00,777.00,9.00,17.00,1.00,86.00,43.00,981.00,20.00,718.00,189.00,3.00,17.00,1.00,6.00,27.00,79.20,0.92,1.73,0.10,8.77,4.38,19.27,4.89
Boston,17.00,6.00,271.00,227.00,1.00,3.00,502.00,1526.00,386.00,790.00,10.00,130.00,1.00,137.00,72.00,1526.00,329.00,745.00,220.00,8.00,130.00,0.00,36.00,58.00,51.77,0.66,8.52,0.07,8.98,4.72,14.42,25.29
Boston,17.00,7.00,93.00,153.00,0.00,5.00,251.00,803.00,44.00,684.00,4.00,10.00,0.00,28.00,33.00,803.00,40.00,660.00,59.00,3.00,10.00,0.00,12.00,19.00,85.18,0.50,1.25,0.00,3.49,4.11,7.35,5.48
Boston,17.00,8.00,159.00,275.00,1.00,1.00,436.00,1261.00,100.00,1002.00,9.00,10.00,0.00,91.00,49.00,1261.00,59.00,958.00,191.00,2.00,10.00,0.00,14.00,27.00,79.46,0.71,0.79,0.00,7.22,3.89,15.15,7.93
Boston,17.00,9.00,261.00,164.00,0.00,3.00,428.00,1032.00,430.00,463.00,3.00,55.00,0.00,49.00,32.00,1032.00,387.00,444.00,97.00,3.00,55.00,0.00,18.00,28.00,44.86,0.29,5.33,0.00,4.75,3.10,9.40,41.67
Boston,17.00,10.00,199.00,349.00,1.00,2.00,551.00,1842.00,111.00,1537.00,5.00,13.00,0.00,116.00,60.00,1842.00,68.00,1471.00,197.00,4.00,13.00,0.00,37.00,52.00,83.44,0.27,0.71,0.00,6.30,3.26,10.69,6.03
Boston,17.00,11.00,128.00,114.00,0.00,1.00,243.00,708.00,103.00,486.00,1.00,41.00,0.00,54.00,23.00,708.00,86.00,468.00,66.00,1.00,41.00,0.00,31.00,15.00,68.64,0.14,5.79,0.00,7.63,3.25,9.32,14.55
Boston,17.00,12.00,181.00,218.00,1.00,1.00,401.00,1011.00,132.00,750.00,2.00,45.00,0.00,45.00,37.00,1011.00,120.00,729.00,76.00,2.00,42.00,0.00,16.00,26.00,74.18,0.20,4.45,0.00,4.45,3.66,7.52,13.06
