City/Town,Ward,Pct,Edward J. Markey,"Joseph P. Kennedy, III",All Others,Blanks,Total Votes Cast,Total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total.1,White (alone),Black or African American (alone),Hispanic or Latino (alone),American Indian and Alaska Native (alone),Asian (alone),Native Hawaiian and Other Pacific Islander (alone),Some Other Race/Ethnicity (alone),Two or More Races/Ethnicities (alone),Black Percentage,Native American Percentage,Asian Percentage,Native Hawaiian/Pacific Islander Percentage,Other Race Percentage,Two or more races Percentage,Hispanic Percentage,White Percentage
Boston,17.00,13.00,309.00,213.00,3.00,8.00,533.00,1535.00,840.00,458.00,2.00,121.00,0.00,52.00,62.00,1535.00,812.00,440.00,96.00,2.00,120.00,0.00,14.00,51.00,29.84,0.13,7.88,0.00,3.39,4.04,6.25,54.72
Boston,17.00,14.00,306.00,267.00,1.00,1.00,575.00,1412.00,429.00,821.00,0.00,70.00,3.00,45.00,44.00,1412.00,397.00,792.00,106.00,0.00,70.00,0.00,17.00,30.00,58.14,0.00,4.96,0.21,3.19,3.12,7.51,30.38
Boston,18.00,1.00,252.00,549.00,1.00,8.00,810.00,2382.00,221.00,1849.00,20.00,28.00,0.00,174.00,90.00,2382.00,166.00,1748.00,358.00,9.00,28.00,0.00,22.00,51.00,77.62,0.84,1.18,0.00,7.30,3.78,15.03,9.28
Boston,18.00,2.00,178.00,367.00,1.00,1.00,547.00,1772.00,46.00,1598.00,8.00,17.00,1.00,51.00,51.00,1772.00,22.00,1544.00,131.00,4.00,16.00,0.00,12.00,43.00,90.18,0.45,0.96,0.06,2.88,2.88,7.39,2.60
Boston,18.00,3.00,218.00,422.00,0.00,7.00,647.00,2048.00,98.00,1776.00,19.00,18.00,2.00,68.00,67.00,2048.00,51.00,1727.00,178.00,15.00,17.00,2.00,7.00,51.00,86.72,0.93,0.88,0.10,3.32,3.27,8.69,4.79
Boston,18.00,4.00,246.00,405.00,0.00,1.00,652.00,2024.00,96.00,1764.00,5.00,9.00,0.00,95.00,55.00,2024.00,70.00,1711.00,168.00,5.00,9.00,0.00,21.00,40.00,87.15,0.25,0.44,0.00,4.69,2.72,8.30,4.74
Boston,18.00,5.00,248.00,473.00,1.00,10.00,732.00,1923.00,104.00,1681.00,24.00,4.00,0.00,56.00,54.00,1923.00,82.00,1630.00,147.00,10.00,4.00,0.00,13.00,37.00,87.42,1.25,0.21,0.00,2.91,2.81,7.64,5.41
Boston,18.00,6.00,308.00,572.00,0.00,10.00,890.00,1999.00,171.00,1672.00,8.00,13.00,0.00,69.00,66.00,1999.00,110.00,1632.00,184.00,7.00,13.00,0.00,6.00,47.00,83.64,0.40,0.65,0.00,3.45,3.30,9.20,8.55
Boston,18.00,7.00,249.00,335.00,1.00,5.00,590.00,1688.00,621.00,653.00,18.00,62.00,0.00,277.00,57.00,1688.00,410.00,584.00,587.00,8.00,59.00,0.00,17.00,23.00,38.68,1.07,3.67,0.00,16.41,3.38,34.77,36.79
Boston,18.00,8.00,443.00,544.00,0.00,7.00,994.00,3041.00,859.00,1642.00,15.00,58.00,2.00,356.00,109.00,3041.00,566.00,1548.00,791.00,5.00,57.00,2.00,16.00,56.00,54.00,0.49,1.91,0.07,11.71,3.58,26.01,28.25
Boston,18.00,9.00,390.00,255.00,3.00,7.00,655.00,1606.00,960.00,372.00,7.00,41.00,1.00,160.00,65.00,1606.00,847.00,345.00,318.00,6.00,40.00,1.00,18.00,31.00,23.16,0.44,2.55,0.06,9.96,4.05,19.80,59.78
Boston,18.00,10.00,697.00,335.00,0.00,7.00,1039.00,2337.00,1576.00,371.00,13.00,89.00,0.00,212.00,76.00,2337.00,1364.00,351.00,470.00,5.00,87.00,0.00,25.00,35.00,15.88,0.56,3.81,0.00,9.07,3.25,20.11,67.44
Boston,18.00,11.00,213.00,250.00,1.00,5.00,469.00,1410.00,415.00,707.00,9.00,29.00,0.00,194.00,56.00,1410.00,298.00,664.00,390.00,4.00,28.00,0.00,7.00,19.00,50.14,0.64,2.06,0.00,13.76,3.97,27.66,29.43
Boston,18.00,12.00,286.00,325.00,4.00,11.00,626.00,1777.00,951.00,600.00,11.00,40.00,1.00,114.00,60.00,1777.00,803.00,561.00,342.00,8.00,38.00,1.00,3.00,21.00,33.76,0.62,2.25,0.06,6.42,3.38,19.25,53.52
Boston,18.00,13.00,146.00,198.00,1.00,3.00,348.00,1147.00,381.00,578.00,3.00,33.00,0.00,116.00,36.00,1147.00,286.00,546.00,246.00,2.00,33.00,0.00,13.00,21.00,50.39,0.26,2.88,0.00,10.11,3.14,21.45,33.22
Boston,18.00,14.00,147.00,211.00,0.00,2.00,360.00,1284.00,345.00,692.00,5.00,23.00,0.00,169.00,50.00,1284.00,222.00,647.00,349.00,2.00,20.00,0.00,17.00,27.00,53.89,0.39,1.79,0.00,13.16,3.89,27.18,26.87
Boston,18.00,15.00,258.00,382.00,1.00,5.00,646.00,1723.00,301.00,1195.00,6.00,20.00,0.00,151.00,50.00,1723.00,215.00,1131.00,330.00,5.00,20.00,0.00,4.00,18.00,69.36,0.35,1.16,0.00,8.76,2.90,19.15,17.47
Boston,18.00,16.00,400.00,387.00,2.00,22.00,811.00,1733.00,1194.00,380.00,8.00,39.00,5.00,73.00,34.00,1733.00,1118.00,355.00,191.00,2.00,38.00,0.00,7.00,22.00,21.93,0.46,2.25,0.29,4.21,1.96,11.02,68.90
Boston,18.00,17.00,266.00,330.00,4.00,8.00,608.00,1650.00,689.00,665.00,10.00,44.00,1.00,171.00,70.00,1650.00,576.00,616.00,374.00,4.00,44.00,1.00,7.00,28.00,40.30,0.61,2.67,0.06,10.36,4.24,22.67,41.76
Boston,18.00,18.00,292.00,449.00,2.00,20.00,763.00,2356.00,1007.00,985.00,6.00,17.00,4.00,253.00,84.00,2356.00,827.00,913.00,537.00,4.00,17.00,0.00,16.00,42.00,41.81,0.25,0.72,0.17,10.74,3.57,22.79,42.74
Boston,18.00,19.00,458.00,493.00,5.00,18.00,974.00,2594.00,1046.00,1180.00,8.00,70.00,3.00,199.00,88.00,2594.00,864.00,1125.00,467.00,3.00,68.00,0.00,17.00,50.00,45.49,0.31,2.70,0.12,7.67,3.39,18.00,40.32
Boston,18.00,20.00,356.00,471.00,5.00,47.00,879.00,2279.00,1486.00,518.00,5.00,42.00,1.00,169.00,58.00,2279.00,1417.00,490.00,254.00,4.00,42.00,1.00,38.00,33.00,22.73,0.22,1.84,0.04,7.42,2.54,11.15,65.20
Boston,18.00,21.00,290.00,470.00,3.00,5.00,768.00,2119.00,111.00,1810.00,11.00,2.00,0.00,123.00,62.00,2119.00,61.00,1748.00,237.00,7.00,1.00,0.00,20.00,45.00,85.42,0.52,0.09,0.00,5.80,2.93,11.18,5.24
Boston,18.00,22.00,424.00,328.00,1.00,23.00,776.00,1753.00,1115.00,385.00,4.00,32.00,2.00,162.00,53.00,1753.00,945.00,355.00,387.00,1.00,28.00,2.00,10.00,25.00,21.96,0.23,1.83,0.11,9.24,3.02,22.08,63.61
Boston,18.00,23.00,151.00,288.00,0.00,2.00,441.00,1195.00,255.00,743.00,6.00,11.00,0.00,148.00,32.00,1195.00,165.00,696.00,305.00,0.00,11.00,0.00,8.00,10.00,62.18,0.50,0.92,0.00,12.38,2.68,25.52,21.34
Boston,19.00,1.00,639.00,110.00,1.00,2.00,752.00,1990.00,1588.00,118.00,17.00,69.00,0.00,112.00,86.00,1990.00,1438.00,104.00,327.00,4.00,67.00,0.00,10.00,40.00,5.93,0.85,3.47,0.00,5.63,4.32,16.43,79.80
Boston,19.00,2.00,579.00,242.00,1.00,7.00,829.00,1878.00,1545.00,87.00,7.00,177.00,0.00,15.00,47.00,1878.00,1497.00,83.00,82.00,6.00,175.00,0.00,0.00,35.00,4.63,0.37,9.42,0.00,0.80,2.50,4.37,82.27
Boston,19.00,3.00,521.00,122.00,1.00,2.00,646.00,1308.00,1121.00,61.00,4.00,65.00,3.00,19.00,35.00,1308.00,1080.00,59.00,66.00,0.00,64.00,3.00,6.00,30.00,4.66,0.31,4.97,0.23,1.45,2.68,5.05,85.70
Boston,19.00,4.00,783.00,139.00,0.00,0.00,922.00,1234.00,1038.00,61.00,3.00,41.00,0.00,48.00,43.00,1234.00,980.00,57.00,114.00,2.00,41.00,0.00,5.00,35.00,4.94,0.24,3.32,0.00,3.89,3.48,9.24,84.12
Boston,19.00,5.00,612.00,132.00,0.00,1.00,745.00,1582.00,1239.00,158.00,8.00,70.00,0.00,71.00,36.00,1582.00,1125.00,143.00,209.00,5.00,70.00,0.00,8.00,22.00,9.99,0.51,4.42,0.00,4.49,2.28,13.21,78.32
Boston,19.00,6.00,870.00,154.00,1.00,5.00,1030.00,1665.00,1390.00,123.00,8.00,69.00,0.00,33.00,42.00,1665.00,1319.00,110.00,125.00,6.00,69.00,0.00,6.00,30.00,7.39,0.48,4.14,0.00,1.98,2.52,7.51,83.48
Boston,19.00,7.00,697.00,168.00,0.00,2.00,867.00,1717.00,1105.00,211.00,8.00,136.00,0.00,184.00,73.00,1717.00,941.00,198.00,388.00,2.00,136.00,0.00,11.00,41.00,12.29,0.47,7.92,0.00,10.72,4.25,22.60,64.36
Boston,19.00,8.00,419.00,89.00,0.00,1.00,509.00,843.00,754.00,27.00,1.00,28.00,0.00,12.00,21.00,843.00,728.00,27.00,38.00,1.00,28.00,0.00,4.00,17.00,3.20,0.12,3.32,0.00,1.42,2.49,4.51,89.44
Boston,19.00,9.00,399.00,96.00,0.00,1.00,496.00,844.00,707.00,40.00,1.00,66.00,0.00,11.00,19.00,844.00,661.00,39.00,60.00,0.00,66.00,0.00,3.00,15.00,4.74,0.12,7.82,0.00,1.30,2.25,7.11,83.77
Boston,19.00,10.00,536.00,287.00,0.00,2.00,825.00,1817.00,1097.00,474.00,6.00,36.00,3.00,142.00,59.00,1817.00,928.00,425.00,394.00,4.00,35.00,3.00,6.00,22.00,26.09,0.33,1.98,0.17,7.82,3.25,21.68,60.37
Boston,19.00,11.00,192.00,176.00,0.00,2.00,370.00,1386.00,469.00,390.00,7.00,73.00,0.00,364.00,83.00,1386.00,232.00,342.00,694.00,2.00,73.00,0.00,7.00,36.00,28.14,0.51,5.27,0.00,26.26,5.99,50.07,33.84
Boston,19.00,12.00,451.00,154.00,1.00,2.00,608.00,1133.00,750.00,237.00,7.00,19.00,1.00,74.00,45.00,1133.00,656.00,220.00,212.00,5.00,18.00,1.00,1.00,20.00,20.92,0.62,1.68,0.09,6.53,3.97,18.71,66.20
Boston,19.00,13.00,266.00,161.00,0.00,0.00,427.00,1850.00,792.00,581.00,10.00,42.00,5.00,321.00,99.00,1850.00,516.00,516.00,732.00,2.00,42.00,4.00,9.00,29.00,31.41,0.54,2.27,0.27,17.35,5.35,39.57,42.81
Boston,20.00,1.00,526.00,210.00,2.00,4.00,742.00,1872.00,1672.00,79.00,4.00,55.00,0.00,44.00,18.00,1872.00,1603.00,71.00,115.00,1.00,54.00,0.00,13.00,15.00,4.22,0.21,2.94,0.00,2.35,0.96,6.14,89.32
Boston,20.00,2.00,510.00,210.00,3.00,3.00,726.00,1786.00,1285.00,248.00,9.00,67.00,0.00,120.00,57.00,1786.00,1129.00,218.00,333.00,3.00,66.00,0.00,7.00,30.00,13.89,0.50,3.75,0.00,6.72,3.19,18.65,71.95
Boston,20.00,3.00,288.00,302.00,2.00,10.00,602.00,1967.00,1118.00,543.00,4.00,121.00,0.00,133.00,48.00,1967.00,1001.00,508.00,298.00,4.00,121.00,0.00,7.00,28.00,27.61,0.20,6.15,0.00,6.76,2.44,15.15,56.84
Boston,20.00,4.00,581.00,139.00,1.00,1.00,722.00,1132.00,972.00,74.00,0.00,21.00,0.00,42.00,23.00,1132.00,941.00,69.00,85.00,0.00,21.00,0.00,3.00,13.00,6.54,0.00,1.86,0.00,3.71,2.03,7.51,85.87
Boston,20.00,5.00,319.00,302.00,5.00,13.00,639.00,2961.00,2444.00,180.00,6.00,183.00,1.00,106.00,41.00,2961.00,2324.00,161.00,245.00,4.00,183.00,1.00,10.00,33.00,6.08,0.20,6.18,0.03,3.58,1.38,8.27,82.54
Boston,20.00,6.00,517.00,264.00,6.00,9.00,796.00,1978.00,1797.00,67.00,8.00,64.00,1.00,17.00,24.00,1978.00,1735.00,67.00,82.00,7.00,63.00,1.00,3.00,20.00,3.39,0.40,3.24,0.05,0.86,1.21,4.15,90.85
Boston,20.00,7.00,356.00,164.00,2.00,3.00,525.00,1072.00,977.00,41.00,4.00,28.00,0.00,13.00,9.00,1072.00,933.00,37.00,62.00,4.00,28.00,0.00,2.00,6.00,3.82,0.37,2.61,0.00,1.21,0.84,5.78,91.14
Boston,20.00,8.00,402.00,177.00,0.00,2.00,581.00,1391.00,1117.00,113.00,8.00,45.00,0.00,70.00,38.00,1391.00,1056.00,102.00,162.00,1.00,45.00,0.00,2.00,23.00,8.12,0.58,3.24,0.00,5.03,2.73,11.65,80.30
Boston,20.00,9.00,402.00,194.00,3.00,8.00,607.00,1481.00,1136.00,188.00,1.00,14.00,0.00,109.00,33.00,1481.00,1027.00,176.00,243.00,0.00,14.00,0.00,7.00,14.00,12.69,0.07,0.95,0.00,7.36,2.23,16.41,76.70
Boston,20.00,10.00,488.00,301.00,4.00,6.00,799.00,1488.00,1248.00,71.00,0.00,95.00,1.00,53.00,20.00,1488.00,1191.00,60.00,122.00,0.00,94.00,1.00,8.00,12.00,4.77,0.00,6.38,0.07,3.56,1.34,8.20,83.87
Boston,20.00,11.00,282.00,143.00,1.00,0.00,426.00,816.00,732.00,22.00,0.00,40.00,1.00,7.00,14.00,816.00,708.00,18.00,35.00,0.00,40.00,1.00,1.00,13.00,2.70,0.00,4.90,0.12,0.86,1.72,4.29,89.71
Boston,20.00,12.00,298.00,209.00,3.00,6.00,516.00,1044.00,989.00,15.00,0.00,30.00,0.00,5.00,5.00,1044.00,974.00,14.00,23.00,0.00,30.00,0.00,0.00,3.00,1.44,0.00,2.87,0.00,0.48,0.48,2.20,94.73
Boston,20.00,13.00,295.00,155.00,1.00,7.00,458.00,952.00,858.00,19.00,0.00,56.00,1.00,12.00,6.00,952.00,842.00,19.00,29.00,0.00,56.00,1.00,3.00,2.00,2.00,0.00,5.88,0.11,1.26,0.63,3.05,90.13
Boston,20.00,14.00,293.00,162.00,1.00,3.00,459.00,915.00,845.00,18.00,1.00,36.00,0.00,6.00,9.00,915.00,828.00,13.00,28.00,1.00,36.00,0.00,1.00,8.00,1.97,0.11,3.93,0.00,0.66,0.98,3.06,92.35
Boston,20.00,15.00,352.00,276.00,3.00,6.00,637.00,2041.00,1593.00,160.00,7.00,186.00,0.00,69.00,26.00,2041.00,1525.00,140.00,154.00,4.00,185.00,0.00,8.00,25.00,7.84,0.34,9.11,0.00,3.38,1.27,7.55,78.05
Boston,20.00,16.00,374.00,294.00,6.00,9.00,683.00,2031.00,1704.00,87.00,2.00,164.00,2.00,45.00,27.00,2031.00,1640.00,79.00,126.00,0.00,164.00,1.00,8.00,13.00,4.28,0.10,8.07,0.10,2.22,1.33,6.20,83.90
Boston,20.00,17.00,491.00,309.00,7.00,14.00,821.00,1926.00,1763.00,55.00,1.00,84.00,0.00,6.00,17.00,1926.00,1708.00,52.00,70.00,0.00,84.00,0.00,0.00,12.00,2.86,0.05,4.36,0.00,0.31,0.88,3.63,91.54
Boston,20.00,18.00,301.00,131.00,1.00,11.00,444.00,1041.00,908.00,48.00,7.00,59.00,0.00,8.00,11.00,1041.00,880.00,45.00,45.00,2.00,59.00,0.00,5.00,5.00,4.61,0.67,5.67,0.00,0.77,1.06,4.32,87.22
Boston,20.00,19.00,270.00,177.00,1.00,5.00,453.00,1038.00,961.00,11.00,0.00,56.00,0.00,4.00,6.00,1038.00,927.00,10.00,41.00,0.00,56.00,0.00,2.00,2.00,1.06,0.00,5.39,0.00,0.39,0.58,3.95,92.58
Boston,20.00,20.00,467.00,246.00,4.00,7.00,724.00,2367.00,1882.00,102.00,1.00,283.00,0.00,50.00,49.00,2367.00,1796.00,97.00,135.00,1.00,283.00,0.00,15.00,40.00,4.31,0.04,11.96,0.00,2.11,2.07,5.70,79.51
Boston,21.00,1.00,439.00,138.00,0.00,2.00,579.00,3936.00,2804.00,140.00,8.00,776.00,5.00,78.00,125.00,3936.00,2608.00,132.00,298.00,7.00,773.00,3.00,14.00,101.00,3.56,0.20,19.72,0.13,1.98,3.18,7.57,71.24
Boston,21.00,2.00,72.00,24.00,0.00,0.00,96.00,6796.00,4675.00,223.00,3.00,1512.00,0.00,115.00,268.00,6796.00,4319.00,204.00,525.00,2.00,1500.00,0.00,20.00,226.00,3.28,0.04,22.25,0.00,1.69,3.94,7.73,68.79
Boston,21.00,3.00,280.00,58.00,0.00,1.00,339.00,3700.00,2379.00,137.00,6.00,956.00,1.00,101.00,120.00,3700.00,2212.00,127.00,256.00,5.00,946.00,1.00,46.00,107.00,3.70,0.16,25.84,0.03,2.73,3.24,6.92,64.30
Boston,21.00,4.00,274.00,33.00,0.00,1.00,308.00,2966.00,1914.00,77.00,2.00,596.00,1.00,240.00,136.00,2966.00,1775.00,76.00,326.00,1.00,594.00,1.00,101.00,92.00,2.60,0.07,20.09,0.03,8.09,4.59,10.99,64.53
Boston,21.00,5.00,464.00,85.00,0.00,2.00,551.00,2668.00,1915.00,106.00,2.00,511.00,3.00,64.00,67.00,2668.00,1792.00,98.00,184.00,0.00,507.00,2.00,29.00,56.00,3.97,0.07,19.15,0.11,2.40,2.51,6.90,71.78
Boston,21.00,6.00,346.00,71.00,1.00,7.00,425.00,2860.00,2162.00,94.00,5.00,405.00,3.00,108.00,83.00,2860.00,2024.00,89.00,216.00,2.00,404.00,3.00,51.00,71.00,3.29,0.17,14.16,0.10,3.78,2.90,7.55,75.59
Boston,21.00,7.00,362.00,163.00,0.00,1.00,526.00,1555.00,1017.00,152.00,5.00,207.00,3.00,107.00,64.00,1555.00,858.00,131.00,290.00,2.00,206.00,3.00,16.00,49.00,9.77,0.32,13.31,0.19,6.88,4.12,18.65,65.40
Boston,21.00,8.00,544.00,121.00,2.00,2.00,669.00,2811.00,2080.00,124.00,6.00,433.00,1.00,104.00,63.00,2811.00,1981.00,118.00,196.00,2.00,432.00,1.00,31.00,50.00,4.41,0.21,15.40,0.04,3.70,2.24,6.97,74.00
Boston,21.00,9.00,492.00,137.00,0.00,5.00,634.00,2881.00,1824.00,255.00,11.00,555.00,1.00,140.00,95.00,2881.00,1691.00,230.00,304.00,4.00,553.00,1.00,24.00,74.00,8.85,0.38,19.26,0.03,4.86,3.30,10.55,63.31
Boston,21.00,10.00,367.00,128.00,0.00,6.00,501.00,2112.00,1504.00,152.00,2.00,313.00,1.00,74.00,66.00,2112.00,1399.00,134.00,214.00,1.00,311.00,1.00,7.00,45.00,7.20,0.09,14.82,0.05,3.50,3.13,10.13,71.21
Boston,21.00,11.00,491.00,108.00,0.00,5.00,604.00,2664.00,1982.00,82.00,4.00,465.00,0.00,67.00,64.00,2664.00,1890.00,76.00,161.00,2.00,465.00,0.00,18.00,52.00,3.08,0.15,17.45,0.00,2.52,2.40,6.04,74.40
Boston,21.00,12.00,435.00,161.00,2.00,6.00,604.00,2414.00,2051.00,85.00,2.00,198.00,2.00,36.00,40.00,2414.00,1972.00,76.00,126.00,1.00,196.00,2.00,8.00,33.00,3.52,0.08,8.20,0.08,1.49,1.66,5.22,84.96
Boston,21.00,13.00,448.00,186.00,0.00,3.00,637.00,2772.00,2133.00,52.00,1.00,502.00,1.00,39.00,44.00,2772.00,2088.00,48.00,76.00,0.00,502.00,1.00,17.00,40.00,1.88,0.04,18.11,0.04,1.41,1.59,2.74,76.95
Boston,21.00,14.00,304.00,62.00,0.00,2.00,368.00,1528.00,1253.00,44.00,2.00,175.00,0.00,20.00,34.00,1528.00,1197.00,42.00,83.00,2.00,175.00,0.00,2.00,27.00,2.88,0.13,11.45,0.00,1.31,2.23,5.43,82.00
Boston,21.00,15.00,399.00,65.00,0.00,3.00,467.00,1905.00,1545.00,54.00,6.00,236.00,2.00,32.00,30.00,1905.00,1488.00,53.00,87.00,4.00,235.00,2.00,11.00,25.00,2.83,0.31,12.39,0.10,1.68,1.57,4.57,81.10
Boston,21.00,16.00,442.00,147.00,1.00,1.00,591.00,5369.00,4299.00,265.00,4.00,567.00,0.00,88.00,146.00,5369.00,4024.00,248.00,393.00,4.00,564.00,0.00,11.00,125.00,4.94,0.07,10.56,0.00,1.64,2.72,7.32,80.07
Boston,22.00,1.00,519.00,123.00,0.00,3.00,645.00,5112.00,3220.00,357.00,17.00,1026.00,1.00,278.00,213.00,5112.00,2804.00,315.00,712.00,8.00,1022.00,1.00,68.00,182.00,6.98,0.33,20.07,0.02,5.44,4.17,13.93,62.99
Boston,22.00,2.00,627.00,206.00,1.00,5.00,839.00,2937.00,1933.00,163.00,8.00,404.00,2.00,315.00,112.00,2937.00,1738.00,146.00,480.00,3.00,401.00,2.00,98.00,69.00,5.55,0.27,13.76,0.07,10.73,3.81,16.34,65.82
Boston,22.00,3.00,527.00,173.00,1.00,2.00,703.00,2369.00,1875.00,78.00,3.00,306.00,0.00,73.00,34.00,2369.00,1787.00,70.00,157.00,3.00,305.00,0.00,21.00,26.00,3.29,0.13,12.92,0.00,3.08,1.44,6.63,79.15
Boston,22.00,4.00,405.00,145.00,2.00,4.00,556.00,1406.00,1133.00,57.00,0.00,154.00,0.00,42.00,20.00,1406.00,1085.00,55.00,87.00,0.00,151.00,0.00,10.00,18.00,4.05,0.00,10.95,0.00,2.99,1.42,6.19,80.58
Boston,22.00,5.00,281.00,119.00,1.00,1.00,402.00,1642.00,1010.00,116.00,3.00,185.00,0.00,251.00,77.00,1642.00,894.00,99.00,270.00,1.00,184.00,0.00,136.00,58.00,7.06,0.18,11.27,0.00,15.29,4.69,16.44,61.51
Boston,22.00,6.00,317.00,105.00,0.00,7.00,429.00,1585.00,1157.00,41.00,1.00,221.00,0.00,117.00,48.00,1585.00,1066.00,32.00,169.00,1.00,221.00,0.00,58.00,38.00,2.59,0.06,13.94,0.00,7.38,3.03,10.66,73.00
Boston,22.00,7.00,454.00,139.00,0.00,1.00,594.00,2079.00,1628.00,118.00,4.00,160.00,1.00,121.00,47.00,2079.00,1552.00,109.00,164.00,3.00,159.00,1.00,52.00,39.00,5.68,0.19,7.70,0.05,5.82,2.26,7.89,78.31
Boston,22.00,8.00,268.00,122.00,1.00,1.00,392.00,2065.00,1583.00,61.00,1.00,357.00,0.00,26.00,37.00,2065.00,1505.00,58.00,108.00,1.00,354.00,0.00,8.00,31.00,2.95,0.05,17.29,0.00,1.26,1.79,5.23,76.66
Boston,22.00,9.00,367.00,134.00,1.00,11.00,513.00,2018.00,1564.00,40.00,0.00,319.00,2.00,33.00,60.00,2018.00,1498.00,37.00,99.00,0.00,319.00,2.00,11.00,52.00,1.98,0.00,15.81,0.10,1.64,2.97,4.91,77.50
Boston,22.00,10.00,478.00,168.00,1.00,6.00,653.00,2442.00,1984.00,90.00,1.00,250.00,0.00,73.00,44.00,2442.00,1842.00,81.00,207.00,1.00,248.00,0.00,34.00,29.00,3.69,0.04,10.24,0.00,2.99,1.80,8.48,81.24
Boston,22.00,11.00,287.00,119.00,1.00,2.00,409.00,1315.00,1019.00,66.00,5.00,155.00,0.00,29.00,41.00,1315.00,949.00,64.00,109.00,1.00,152.00,0.00,12.00,28.00,5.02,0.38,11.79,0.00,2.21,3.12,8.29,77.49
Boston,22.00,12.00,263.00,145.00,2.00,4.00,414.00,1646.00,1007.00,164.00,8.00,242.00,1.00,158.00,66.00,1646.00,903.00,138.00,299.00,5.00,242.00,0.00,29.00,30.00,9.96,0.49,14.70,0.06,9.60,4.01,18.17,61.18
