,Unnamed: 0,Unnamed: 0.1,MICHELLE WU,PAT PAYASO,MICHAEL F FLAHERTY,AYANNA S PRESSLEY,DOMINGOS DAROSA,ALTHEA GARRISON,ANNISSA E GEORGE,WILLIAM A KING,ALL OTHERS,VOTES CAST,BLANKS,BALLOTS CAST,Ward_Precinct,Registered Voters,Turnout,Unnamed: 0.1.1,Precinct,Total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total.1,White (alone),Black or African American (alone),Hispanic or Latino (alone),American Indian and Alaska Native (alone),Asian (alone),Native Hawaiian and Other Pacific Islander (alone),Some Other Race/Ethnicity (alone),Two or More Races/Ethnicities  (alone),Black Percentage,Native American Percentage,Asian Percentage,Native Hawaiian/Pacific Islander Percentage,Other Race Percentage,Two or more races Percentage,Hispanic Percentage,White Percentage,Hispanic & Black Percentage,Black plurality (Y/N),Pressley percentage,Wu Percentage,Flaherty Percentage,Annissa Percentage,Latino plurality (Y/N),White plurality (Y/N),Asian plurality (Y/N)
61,61,61,242,26,452,181,19,44,257,23,2,1246,982,557,0702,1737,0.320667818077145,62,702,1769,1733,9,0,16,1,1,9,1769,1719,9,15,0,16,1,0,9,0.508762012436405,0,0.904465799886942,0.0565291124929339,0.0565291124929339,0.508762012436405,0.847936687394008,97.9649519502544,1.35669869983041,N,14.5264847512038,19.422150882825,36.2760834670947,20.6260032102729,N,Y,N
62,62,62,303,25,549,218,22,46,249,26,8,1446,1230,669,0703,2002,0.334165834165834,63,703,2133,2048,15,2,32,0,18,18,2133,2019,15,48,2,31,0,2,16,0.70323488045007,0.093764650726676,1.50023441162682,0,0.843881856540084,0.843881856540084,2.25035161744022,96.0150023441163,2.95358649789029,N,15.0760719225449,20.954356846473,37.9668049792531,17.2199170124481,N,Y,N
63,63,63,194,23,324,141,22,44,154,25,3,930,774,426,0704,1748,0.24370709382151,64,704,1829,1576,69,2,75,0,64,43,1829,1540,57,115,2,75,0,20,20,3.77255330781848,0.109349371241115,4.10060142154183,0,3.49917987971569,2.35101148168398,6.28758884636413,86.1673045379989,10.0601421541826,N,15.1612903225806,20.8602150537634,34.8387096774194,16.5591397849462,N,Y,N
64,64,64,205,24,279,142,27,52,136,25,5,895,693,397,0705,1594,0.249058971141782,65,705,1905,1407,177,5,157,2,107,50,1905,1338,138,229,3,154,2,17,24,9.29133858267716,0.26246719160105,8.24146981627297,0.10498687664042,5.61679790026247,2.6246719160105,12.0209973753281,73.8582677165354,21.3123359580052,N,15.8659217877095,22.9050279329609,31.1731843575419,15.195530726257,N,Y,N
65,65,65,178,20,216,123,41,40,142,30,6,796,672,367,0706,1419,0.258632840028189,66,706,1586,1074,160,5,152,1,145,49,1586,992,130,289,1,150,1,6,17,10.0882723833544,0.315258511979824,9.58385876418663,0.0630517023959647,9.14249684741488,3.08953341740227,18.2219419924338,67.7175283732661,28.3102143757881,N,15.4522613065327,22.3618090452261,27.1356783919598,17.8391959798995,N,Y,N
66,66,66,136,12,182,102,48,43,82,34,11,650,626,319,0707,1223,0.260834014717907,67,707,1496,572,404,14,224,3,200,79,1496,363,312,561,6,224,2,5,23,27.0053475935829,0.935828877005348,14.9732620320856,0.200534759358289,13.3689839572192,5.2807486631016,37.5,38.2352941176471,64.5053475935829,N,15.6923076923077,20.9230769230769,28,12.6153846153846,N,Y,N
67,67,67,163,18,190,124,36,49,194,20,3,797,599,349,0708,1177,0.296516567544605,68,708,1487,1173,97,3,137,0,59,18,1487,1132,94,99,3,137,0,6,16,6.52320107599193,0.201748486886348,9.21318090114324,0,3.96772024209818,1.21049092131809,6.6577000672495,78.8836583725622,13.1809011432414,N,15.5583437892095,20.4516938519448,23.8393977415307,24.3412797992472,N,Y,N
68,68,68,181,22,164,150,25,47,220,28,1,838,462,325,0709,1182,0.274957698815567,69,709,1551,993,159,11,221,1,128,38,1551,937,147,150,7,221,1,60,28,10.2514506769826,0.709219858156028,14.2488716956802,0.0644745325596389,8.25274016763379,2.45003223726628,9.67117988394584,64.0232108317215,19.9226305609284,N,17.8997613365155,21.599045346062,19.5704057279236,26.2529832935561,N,Y,N
69,69,69,99,20,114,110,121,53,98,31,2,648,468,279,0710,1361,0.204996326230713,70,710,1847,325,584,6,47,2,686,197,1847,206,540,377,3,46,1,504,170,31.6188413643747,0.324851109907959,2.54466702761234,0.108283703302653,37.14131023281,10.6659447753113,20.4114780725501,17.5961017866811,52.0303194369247,Y,16.9753086419753,15.2777777777778,17.5925925925926,15.1234567901235,N,N,N
70,70,70,199,23,128,141,43,57,108,27,1,727,621,337,0801,1268,0.265772870662461,71,801,1484,598,376,3,176,4,265,62,1484,436,334,489,3,176,4,13,29,25.3369272237197,0.202156334231806,11.8598382749326,0.269541778975741,17.8571428571429,4.17789757412399,32.9514824797844,40.2964959568733,58.288409703504,N,19.39477303989,27.372764786795,17.6066024759285,14.8555708390647,N,Y,N
71,71,71,379,29,264,296,52,111,213,49,20,1413,815,557,0802,2781,0.200287666307084,72,802,4588,2484,1212,19,598,1,189,85,4588,1889,1174,819,14,597,1,33,61,26.4167393199651,0.414123801220575,13.0340017436792,0.021795989537925,4.11944202266783,1.85265911072363,17.8509154315606,54.1412380122057,44.2676547515257,N,20.9483368719037,26.8223637650389,18.6836518046709,15.0743099787686,N,Y,N
72,72,72,112,15,84,137,31,79,56,24,8,546,490,259,0803,1540,0.168181818181818,73,803,1269,266,715,10,52,0,169,57,1269,180,658,325,6,51,0,21,28,56.3435776201734,0.788022064617809,4.09771473601261,0,13.317572892041,4.49172576832151,25.6107171000788,20.9613869188337,81.9542947202522,Y,25.0915750915751,20.5128205128205,15.3846153846154,10.2564102564103,N,N,N
73,73,73,64,15,43,107,38,50,37,16,0,370,410,195,0804,695,0.280575539568345,74,804,664,75,392,5,11,0,142,39,664,21,352,239,5,11,0,19,17,59.0361445783133,0.753012048192771,1.6566265060241,0,21.3855421686747,5.87349397590361,35.9939759036145,11.2951807228916,95.0301204819277,Y,28.9189189189189,17.2972972972973,11.6216216216216,10,N,N,N
74,74,74,122,22,75,152,149,66,79,26,6,697,783,370,0805,1298,0.285053929121726,75,805,1638,124,659,8,40,4,613,190,1638,59,610,290,4,38,3,477,157,40.2319902319902,0.488400488400488,2.44200244200244,0.244200244200244,37.4236874236874,11.5995115995116,17.7045177045177,7.57020757020757,57.9365079365079,Y,21.8077474892396,17.5035868005739,10.7604017216643,11.3342898134864,N,N,N
75,75,75,45,10,36,50,51,28,33,11,2,266,214,120,0806,476,0.252100840336134,76,806,681,144,214,0,10,0,256,57,681,105,186,115,0,10,0,215,50,31.424375917768,0,1.46842878120411,0,37.5917767988253,8.37004405286344,16.8869309838473,21.1453744493392,48.3113069016153,Y,18.796992481203,16.9172932330827,13.5338345864662,12.406015037594,N,N,N
76,76,76,94,17,69,117,51,50,54,24,2,478,434,228,0807,977,0.233367451381781,77,807,1084,183,635,11,10,0,156,89,1084,71,580,326,5,10,0,38,54,58.5793357933579,1.01476014760148,0.922509225092251,0,14.3911439114391,8.21033210332103,30.0738007380074,16.8819188191882,88.6531365313653,Y,24.4769874476987,19.6652719665272,14.4351464435146,11.2970711297071,N,N,N
77,77,77,370,21,263,267,37,88,172,52,4,1274,1250,631,0901,1894,0.333157338965153,78,901,2092,1030,302,11,436,1,248,64,2092,748,247,633,3,435,0,4,22,14.4359464627151,0.525812619502868,20.8413001912046,0.0478011472275335,11.8546845124283,3.05927342256214,30.2581261950287,49.2351816443595,44.6940726577438,N,20.9576138147567,29.0423861852433,20.6436420722135,13.5007849293564,N,Y,N
78,78,78,400,43,244,304,45,120,221,37,9,1423,773,549,0902,2220,0.247297297297297,79,902,2267,1548,353,4,209,0,93,60,2267,1426,334,249,2,209,0,4,43,15.5712395235995,0.176444640494045,9.21923246581385,0,4.10233789148655,2.64666960741067,10.9836788707543,68.2840758711954,26.5549183943538,N,21.3633169360506,28.109627547435,17.1468728039353,15.5305692199578,N,Y,N
79,79,79,337,47,218,378,63,147,202,54,8,1454,1266,680,0903,3040,0.223684210526316,80,903,3652,1396,1415,13,204,3,428,193,3652,1069,1228,1041,8,203,1,18,84,38.7458926615553,0.355969331872946,5.58598028477547,0.0821467688937568,11.7196056955093,5.28477546549836,28.5049288061336,38.2256297918949,67.250821467689,Y,25.9972489683631,23.1774415405777,14.9931224209078,13.8927097661623,N,N,N
80,80,80,193,32,159,210,53,82,92,57,2,880,816,424,0904,2123,0.199717381064531,81,904,4580,2516,1102,31,402,0,354,175,4580,2235,981,834,16,401,0,23,90,24.061135371179,0.676855895196507,8.77729257641921,0,7.7292576419214,3.82096069868996,18.2096069868996,54.9344978165939,42.2707423580786,N,23.8636363636364,21.9318181818182,18.0681818181818,10.4545454545454,N,Y,N
81,81,81,312,50,174,422,79,179,163,55,4,1438,1234,668,0905,2035,0.328255528255528,82,905,2282,357,1491,29,51,0,211,143,2282,226,1380,507,14,50,0,22,83,65.3374233128834,1.27081507449606,2.23488168273444,0,9.24627519719544,6.26643295354952,22.2173531989483,15.6441717791411,87.5547765118317,Y,29.346314325452,21.6968011126565,12.1001390820584,11.3351877607789,N,N,N
82,82,82,132,12,124,136,33,51,82,30,2,602,434,259,1001,964,0.268672199170125,83,1001,888,264,261,11,138,0,172,42,888,159,232,333,9,138,0,0,17,29.3918918918919,1.23873873873874,15.5405405405405,0,19.3693693693694,4.72972972972973,37.5,29.7297297297297,66.8918918918919,N,22.5913621262459,21.9269102990033,20.5980066445183,13.6212624584718,Y,N,N
83,83,83,111,17,72,98,15,27,63,16,3,422,318,185,1002,944,0.195974576271186,84,1002,2579,1462,331,9,581,1,126,69,2579,1354,290,298,4,581,1,9,42,12.8344319503684,0.348972469949593,22.5281116711904,0.0387747188832881,4.8856145792943,2.67545560294688,11.5548662272199,56.6886390073672,24.3892981775882,N,23.2227488151659,26.303317535545,17.0616113744076,14.9289099526066,N,Y,N
84,84,84,102,7,90,87,16,28,74,16,0,420,244,166,1003,968,0.171487603305785,85,1003,2020,1403,193,12,256,3,83,70,2020,1306,166,228,6,256,3,5,50,9.55445544554455,0.594059405940594,12.6732673267327,0.148514851485149,4.10891089108911,3.46534653465347,11.2871287128713,69.4554455445545,20.8415841584158,N,20.7142857142857,24.2857142857143,21.4285714285714,17.6190476190476,N,Y,N
85,85,85,199,29,164,142,57,54,100,58,4,807,781,397,1004,1738,0.228423475258918,86,1004,2606,1298,421,19,561,3,209,95,2606,1128,367,477,13,556,3,5,57,16.1550268610898,0.729086722947045,21.527244819647,0.115118956254797,8.0199539524175,3.64543361473523,18.3039140445127,49.8081350729087,34.4589409056024,N,17.5960346964064,24.6592317224287,20.3221809169765,12.3915737298637,N,Y,N
86,86,86,160,20,110,163,33,54,122,17,1,680,284,241,1005,1175,0.205106382978723,87,1005,2078,1539,228,7,135,0,97,72,2078,1448,208,225,3,135,0,8,51,10.9720885466795,0.336862367661213,6.49663137632339,0,4.66794995187681,3.46487006737247,10.827718960539,74.0615976900866,21.7998075072185,N,23.9705882352941,23.5294117647059,16.1764705882353,17.9411764705882,N,Y,N
87,87,87,172,22,84,142,53,48,99,28,2,650,526,294,1006,1321,0.222558667676003,88,1006,1706,606,564,12,133,0,285,106,1706,386,472,665,1,130,0,6,46,33.0597889800703,0.703399765533412,7.79601406799531,0,16.7057444314185,6.21336459554514,38.9800703399765,35.5216881594373,72.0398593200469,N,21.8461538461539,26.4615384615385,12.9230769230769,15.2307692307692,Y,N,N
88,88,88,172,31,149,183,70,59,98,38,3,803,821,406,1007,1842,0.220412595005429,89,1007,1809,582,580,26,43,0,435,143,1809,234,457,1030,5,42,0,14,27,32.0619126589276,1.43725815367606,2.37700386954118,0,24.0464344941957,7.90491984521835,56.9375345494748,32.1724709784411,88.9994472084024,N,22.7895392278954,21.4196762141968,18.5554171855542,12.2042341220423,Y,N,N
89,89,89,293,31,207,253,57,85,190,48,2,1166,790,489,1008,1814,0.269570011025358,90,1008,2779,1583,582,4,394,2,122,92,2779,1407,538,385,4,390,1,7,47,20.9427851745232,0.143936667866139,14.1777617848147,0.0719683339330695,4.39006836991724,3.3105433609212,13.8539042821159,56.9629363080245,34.7966894566391,N,21.6981132075472,25.1286449399657,17.7530017152659,16.295025728988,N,Y,N
90,90,90,429,29,209,370,80,92,312,22,1,1544,636,545,1009,2038,0.267419038272816,91,1009,2265,1646,182,13,145,0,206,73,2265,1417,141,520,1,145,0,11,30,8.03532008830022,0.573951434878587,6.40176600441501,0,9.09492273730684,3.22295805739514,22.9580573951435,72.6710816777042,30.9933774834437,N,23.9637305699482,27.7849740932642,13.5362694300518,20.2072538860104,N,Y,N
91,91,91,177,46,61,199,33,82,95,16,2,711,377,272,1101,905,0.300552486187845,92,1101,912,357,429,3,31,0,58,34,912,307,392,150,3,31,0,6,23,47.0394736842105,0.328947368421053,3.39912280701754,0,6.35964912280702,3.7280701754386,16.4473684210526,39.1447368421053,63.4868421052632,Y,27.9887482419128,24.8945147679325,8.57946554149086,13.3614627285513,N,N,N
92,92,92,202,37,120,323,56,104,118,36,5,1001,951,488,1102,1542,0.316472114137484,93,1102,1651,230,1090,25,21,2,196,87,1651,113,1016,442,8,21,2,11,38,66.0205935796487,1.51423379769837,1.27195639006663,0.121138703815869,11.8715929739552,5.26953361599031,26.7716535433071,13.9309509388249,92.7922471229558,Y,32.2677322677323,20.1798201798202,11.988011988012,11.7882117882118,N,N,N
93,93,93,130,16,84,221,51,80,77,31,1,691,593,321,1103,1229,0.261187957689178,94,1103,1385,196,891,9,13,1,195,80,1385,90,786,445,6,13,1,12,32,64.3321299638989,0.649819494584838,0.938628158844765,0.0722021660649819,14.0794223826715,5.77617328519856,32.129963898917,14.1516245487365,96.4620938628159,Y,31.9826338639653,18.8133140376266,12.1562952243126,11.1432706222865,N,N,N
94,94,94,349,31,169,337,85,107,225,47,7,1357,879,559,1104,2003,0.2790813779331,95,1104,2245,736,813,37,44,0,457,158,2245,406,709,1027,12,41,0,10,40,36.2138084632517,1.64810690423163,1.95991091314031,0,20.3563474387528,7.03786191536748,45.7461024498887,32.7839643652561,81.9599109131403,N,24.834193072955,25.7184966838615,12.4539425202653,16.5806927044952,Y,N,N
95,95,95,266,21,147,258,87,81,181,43,4,1088,748,459,1105,1566,0.293103448275862,96,1105,1825,711,596,15,26,0,377,100,1825,440,505,803,7,26,0,11,33,32.6575342465754,0.821917808219178,1.42465753424658,0,20.6575342465753,5.47945205479452,44,38.958904109589,76.6575342465754,N,23.7132352941176,24.4485294117647,13.5110294117647,16.6360294117647,Y,N,N
96,96,96,342,29,144,301,63,90,223,27,4,1223,561,446,1106,1201,0.371357202331391,97,1106,1257,777,176,3,62,0,163,76,1257,646,127,399,1,61,0,7,16,14.0015910898966,0.238663484486873,4.93237867939539,0,12.9673826571201,6.0461416070008,31.7422434367542,61.8138424821002,45.7438345266508,N,24.6116107931316,27.9640228945217,11.7743254292723,18.2338511856092,N,Y,N
97,97,97,395,41,174,377,74,120,266,28,6,1481,635,529,1107,1631,0.324340895156346,98,1107,1955,1096,464,12,51,0,255,77,1955,938,424,487,3,51,0,10,42,23.7340153452685,0.61381074168798,2.60869565217391,0,13.0434782608696,3.9386189258312,24.9104859335038,56.0613810741688,48.6445012787724,N,25.455773126266,26.6711681296421,11.7488183659689,17.9608372721134,N,Y,N
98,98,98,451,39,211,420,73,125,321,49,5,1694,634,582,1108,1734,0.335640138408304,99,1108,1733,1185,223,10,153,1,106,55,1733,1081,196,253,3,153,1,13,33,12.867859203693,0.577034045008656,8.82862088863243,0.0577034045008656,6.11656087709175,3.1736872475476,14.598961338719,68.3785343335257,27.466820542412,N,24.7933884297521,26.6233766233766,12.4557260920897,18.9492325855962,N,Y,N
99,99,99,325,20,140,292,46,77,258,26,4,1188,448,409,1109,987,0.414387031408308,100,1109,997,844,63,1,41,0,23,25,997,790,48,99,0,40,0,3,17,6.31895687061184,0.100300902708124,4.1123370110331,0,2.30692076228686,2.50752256770311,9.92978936810431,84.653961885657,16.2487462387162,N,24.5791245791246,27.3569023569024,11.7845117845118,21.7171717171717,N,Y,N
100,100,100,355,22,163,327,60,87,279,29,4,1326,454,445,1110,1368,0.325292397660819,101,1110,1462,1096,145,2,69,0,110,40,1462,998,122,238,1,68,0,13,22,9.91792065663475,0.136798905608755,4.71956224350205,0,7.52393980848153,2.7359781121751,16.2790697674419,74.9658002735978,26.1969904240766,N,24.6606334841629,26.7722473604827,12.2926093514329,21.0407239819004,N,Y,N
101,101,101,208,23,129,355,59,139,118,45,6,1082,1090,543,1201,1745,0.311174785100287,102,1201,1812,137,1380,11,33,0,166,85,1812,74,1328,307,10,32,0,12,49,76.158940397351,0.607064017660044,1.82119205298013,0,9.16114790286976,4.69094922737307,16.9426048565121,7.560706401766,93.1015452538631,Y,32.8096118299445,19.2236598890943,11.9223659889094,10.90573012939,N,N,N
102,102,102,201,35,146,369,54,130,108,42,4,1089,1131,555,1202,2165,0.25635103926097,103,1202,2361,171,1767,17,17,1,288,100,2361,39,1664,529,9,17,1,45,57,74.8411689961881,0.72003388394748,0.72003388394748,0.0423549343498518,12.1982210927573,4.23549343498518,22.4057602710716,7.24269377382465,97.2469292672596,Y,33.8842975206612,18.4573002754821,13.406795224977,9.91735537190083,N,N,N
103,103,103,116,19,63,211,28,86,62,24,3,612,648,315,1203,934,0.337259100642398,104,1203,794,55,604,4,24,1,75,31,794,20,564,151,1,24,1,11,22,76.0705289672544,0.503778337531486,3.02267002518892,0.125944584382872,9.44584382871536,3.90428211586902,19.0176322418136,6.92695214105794,95.088161209068,Y,34.4771241830065,18.9542483660131,10.2941176470588,10.1307189542484,N,N,N
104,104,104,133,16,64,201,38,91,70,27,2,642,578,305,1204,1153,0.264527320034692,105,1204,1235,100,884,6,3,2,178,62,1235,47,826,274,5,3,2,30,48,71.5789473684211,0.48582995951417,0.242914979757085,0.161943319838057,14.412955465587,5.02024291497976,22.1862348178138,8.09716599190283,93.7651821862348,Y,31.3084112149533,20.7165109034268,9.96884735202492,10.9034267912773,N,N,N
105,105,105,83,11,72,147,32,60,44,24,1,474,526,250,1205,687,0.363901018922853,106,1205,860,48,684,10,2,0,86,30,860,15,655,151,6,1,0,12,20,79.5348837209302,1.16279069767442,0.232558139534884,0,10,3.48837209302326,17.5581395348837,5.58139534883721,97.0930232558139,Y,31.0126582278481,17.5105485232068,15.1898734177215,9.28270042194093,N,N,N
106,106,106,120,9,95,187,37,82,73,31,2,636,584,305,1206,910,0.335164835164835,107,1206,858,41,693,6,9,0,65,44,858,21,659,134,5,9,0,10,20,80.7692307692308,0.699300699300699,1.04895104895105,0,7.57575757575758,5.12820512820513,15.6177156177156,4.77855477855478,96.3869463869464,Y,29.4025157232704,18.8679245283019,14.937106918239,11.4779874213837,N,N,N
107,107,107,234,35,164,368,86,153,122,76,5,1243,1305,637,1207,2503,0.254494606472233,108,1207,3079,386,2016,22,19,0,507,129,3079,186,1876,914,15,18,0,12,58,65.4758038324131,0.714517700552127,0.617083468658655,0,16.4663851899967,4.18967197141929,29.6849626502111,12.5365378369601,95.1607664826242,Y,29.6057924376509,18.8254223652454,13.1938857602574,9.81496379726468,N,N,N
108,108,108,81,4,34,127,22,49,39,18,2,376,396,193,1208,805,0.239751552795031,109,1208,950,82,668,8,3,0,146,43,950,33,630,244,8,3,0,10,22,70.3157894736842,0.842105263157895,0.315789473684211,0,15.3684210526316,4.52631578947368,25.6842105263158,8.63157894736842,96,Y,33.7765957446808,21.5425531914894,9.04255319148936,10.3723404255319,N,N,N
109,109,109,117,11,78,209,39,78,83,23,4,642,574,304,1209,1003,0.30309072781655,110,1209,1116,95,802,7,15,1,134,62,1116,23,764,268,4,15,1,9,32,71.8637992831541,0.627240143369176,1.34408602150538,0.0896057347670251,12.0071684587814,5.55555555555556,24.0143369175627,8.51254480286738,95.8781362007168,Y,32.5545171339564,18.2242990654206,12.1495327102804,12.9283489096573,N,N,N
110,110,110,137,23,104,195,84,127,82,35,9,796,792,397,1301,1513,0.262392597488434,111,1301,1573,134,955,11,12,0,345,116,1573,41,851,458,8,11,0,130,74,60.7120152574698,0.699300699300699,0.762873490146217,0,21.9326128417038,7.3744437380801,29.1163382072473,8.51875397329943,89.8283534647171,Y,24.4974874371859,17.2110552763819,13.0653266331658,10.3015075376884,N,N,N
111,111,111,57,4,41,82,20,41,32,16,0,293,227,130,1302,607,0.214168039538715,112,1302,673,82,389,19,10,1,114,58,673,14,351,232,2,8,0,28,38,57.8008915304606,2.82317979197623,1.48588410104012,0.148588410104012,16.9390787518574,8.61812778603269,34.4725111441308,12.184249628529,92.2734026745914,Y,27.9863481228669,19.4539249146758,13.9931740614335,10.9215017064846,N,N,N
112,112,112,106,17,108,100,35,40,76,18,2,502,482,246,1303,1282,0.19188767550702,113,1303,3145,1502,573,16,681,5,279,89,3145,1293,515,547,7,681,5,41,56,18.2193958664547,0.508744038155803,21.6534181240064,0.158982511923688,8.87122416534181,2.82988871224165,17.3926868044515,47.758346581876,35.6120826709062,N,19.9203187250996,21.1155378486056,21.5139442231076,15.1394422310757,N,Y,N
113,113,113,91,10,73,127,72,66,68,32,1,540,420,240,1304,1078,0.222634508348794,114,1304,1261,188,717,8,10,0,238,100,1261,82,668,370,5,10,0,62,64,56.8596352101507,0.63441712926249,0.793021411578113,0,18.8739095955591,7.93021411578112,29.3417922283902,14.9088025376685,86.2014274385408,Y,23.5185185185185,16.8518518518519,13.5185185185185,12.5925925925926,N,N,N
114,114,114,106,8,86,126,66,47,96,26,3,564,500,266,1305,1020,0.26078431372549,115,1305,1352,334,529,5,11,2,346,125,1352,263,483,284,1,11,2,206,102,39.1272189349112,0.369822485207101,0.813609467455621,0.14792899408284,25.5917159763314,9.24556213017751,21.0059171597633,24.7041420118343,60.1331360946745,Y,22.3404255319149,18.7943262411348,15.2482269503546,17.0212765957447,N,N,N
115,115,115,201,27,168,198,80,62,196,26,6,964,668,408,1306,1356,0.300884955752212,116,1306,1615,587,458,7,125,3,334,101,1615,517,420,272,4,125,3,196,78,28.359133126935,0.43343653250774,7.73993808049536,0.185758513931888,20.6811145510836,6.25386996904025,16.8421052631579,36.3467492260062,45.2012383900929,N,20.5394190871369,20.850622406639,17.4273858921162,20.3319502074689,N,Y,N
116,116,116,265,23,240,218,46,69,290,35,8,1194,706,475,1307,1461,0.325119780971937,117,1307,1775,1010,199,1,431,0,79,55,1775,956,189,131,1,431,0,19,48,11.2112676056338,0.0563380281690141,24.2816901408451,0,4.45070422535211,3.09859154929577,7.38028169014085,56.9014084507042,18.5915492957747,N,18.2579564489112,22.1943048576214,20.1005025125628,24.2881072026801,N,Y,N
117,117,117,210,20,184,175,42,48,239,24,5,947,581,382,1308,1309,0.291825821237586,118,1308,1511,770,187,3,368,4,113,66,1511,719,172,146,3,366,0,49,56,12.3759099933819,0.198544010589014,24.3547319655857,0.264725347452018,7.47849106551952,4.36796823295831,9.66247518199868,50.9596293845136,22.0383851753806,N,18.4794086589229,22.1752903907075,19.4297782470961,25.2375923970433,N,Y,N
118,118,118,236,27,179,200,48,67,227,31,3,1018,594,403,1309,1323,0.304610733182162,119,1309,1683,742,249,7,429,5,185,66,1683,692,228,170,6,428,0,103,56,14.795008912656,0.41592394533571,25.4901960784314,0.29708853238265,10.992275698158,3.92156862745098,10.1010101010101,44.0879382055853,24.8960190136661,N,19.6463654223969,23.1827111984283,17.5834970530452,22.2986247544204,N,Y,N
119,119,119,443,52,399,393,58,87,513,46,8,1999,1077,769,1310,1643,0.468046256847231,120,1310,1946,1510,122,0,218,2,46,48,1946,1466,116,95,0,218,2,10,39,6.26927029804728,0,11.20246659815,0.102774922918808,2.36382322713258,2.46659815005139,4.88180883864337,77.5950668036999,11.1510791366906,N,19.6598299149575,22.1610805402701,19.959979989995,25.6628314157078,N,Y,N
120,120,120,172,16,128,243,105,86,121,61,5,937,859,449,1401,2544,0.176493710691824,121,1401,2866,279,1824,19,37,5,557,145,2866,48,1688,920,9,35,1,93,72,63.6427076064201,0.662944870900209,1.29099790648988,0.174459176552687,19.4347522679693,5.05931612002791,32.1004884856943,9.73482205163992,95.7431960921144,Y,25.9338313767343,18.3564567769477,13.6606189967983,12.9135538954109,N,N,N
121,121,121,198,18,182,390,87,139,105,64,17,1200,1168,592,1402,2539,0.233162662465538,122,1402,2695,142,2164,17,10,0,235,127,2695,42,2041,450,11,10,0,62,79,80.2968460111317,0.630797773654917,0.371057513914657,0,8.71985157699443,4.71243042671614,16.6975881261596,5.26901669758813,96.9944341372913,Y,32.5,16.5,15.1666666666667,8.75,N,N,N
122,122,122,118,11,91,162,62,66,86,47,3,646,474,280,1403,1270,0.220472440944882,123,1403,1549,75,1077,23,18,1,277,78,1549,20,987,459,17,18,1,11,36,69.5287282117495,1.48482892188509,1.16204002582311,0.0645577792123951,17.8825048418334,5.03550677856682,29.6320206584893,4.84183344092963,99.1607488702389,Y,25.077399380805,18.266253869969,14.0866873065016,13.312693498452,N,N,N
123,123,123,102,7,89,178,75,52,85,45,2,635,561,299,1404,1523,0.196323046618516,124,1404,1654,124,1230,10,15,0,203,72,1654,49,1146,353,8,15,0,39,44,74.3651753325272,0.60459492140266,0.90689238210399,0,12.273276904474,4.35308343409915,21.3422007255139,7.49697702539299,95.7073760580411,Y,28.0314960629921,16.0629921259842,14.0157480314961,13.3858267716535,N,N,N
124,124,124,113,12,102,171,17,48,54,24,5,546,418,241,1405,1074,0.2243947858473,125,1405,1439,36,1278,5,11,1,70,38,1439,9,1231,155,2,11,1,2,28,88.8116747741487,0.347463516330785,0.764419735927728,0.0694927032661571,4.86448922863099,2.64072272411397,10.7713690062543,2.50173731758165,99.583043780403,Y,31.3186813186813,20.6959706959707,18.6813186813187,9.89010989010989,N,N,N
