,TITO JACKSON,JOSEPH A WILEY,ROBERT CAPPUCCI,MARTIN J WALSH,DONALD OSGOOD SR (WRITE-IN),ALL OTHERS,VOTES CAST,BLANKS,BALLOTS CAST,Walsh Percentage of votes,Jackson Percentage of votes,Ward_Precinct,Registered Voters,Turnout,Unnamed: 0,Precinct,Total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total.1,White (alone),Black or African American (alone),Hispanic or Latino (alone),American Indian and Alaska Native (alone),Asian (alone),Native Hawaiian and Other Pacific Islander (alone),Some Other Race/Ethnicity (alone),Two or More Races/Ethnicities  (alone),Black Percentage,Native American Percentage,Asian Percentage,Native Hawaiian/Pacific Islander Percentage,Other Race Percentage,Two or more races Percentage,Hispanic Percentage,White Percentage,Ward_Precinct_BallotXTurnout
81,34,1,2,65,0,1,103,0,103,63.10679612,33.00970874,1002,944,0.1091101695,84,1002,2579,1462,331,9,581,1,126,69,2579,1354,290,298,4,581,1,9,42,12.83443195,0.3489724699,22.52811167,0.03877471888,4.885614579,2.675455603,11.55486623,56.68863901,11.23834746
82,26,1,2,58,0,1,88,0,88,65.90909091,29.54545455,1003,968,0.09090909091,85,1003,2020,1403,193,12,256,3,83,70,2020,1306,166,228,6,256,3,5,50,9.554455446,0.5940594059,12.67326733,0.1485148515,4.108910891,3.465346535,11.28712871,69.45544554,8
83,47,2,5,116,0,2,172,0,172,67.44186047,27.3255814,1004,1738,0.09896432681,86,1004,2606,1298,421,19,561,3,209,95,2606,1128,367,477,13,556,3,5,57,16.15502686,0.7290867229,21.52724482,0.1151189563,8.019953952,3.645433615,18.30391404,49.80813507,17.02186421
84,42,2,5,54,0,2,105,0,105,51.42857143,40,1005,1175,0.08936170213,87,1005,2078,1539,228,7,135,0,97,72,2078,1448,208,225,3,135,0,8,51,10.97208855,0.3368623677,6.496631376,0,4.667949952,3.464870067,10.82771896,74.06159769,9.382978723
85,52,1,0,64,0,2,119,1,120,53.33333333,43.33333333,1006,1321,0.09084027252,88,1006,1706,606,564,12,133,0,285,106,1706,386,472,665,1,130,0,6,46,33.05978898,0.7033997655,7.796014068,0,16.70574443,6.213364596,38.98007034,35.52168816,10.9008327
86,61,3,2,118,0,2,186,0,186,63.44086022,32.79569892,1007,1842,0.1009771987,89,1007,1809,582,580,26,43,0,435,143,1809,234,457,1030,5,42,0,14,27,32.06191266,1.437258154,2.37700387,0,24.04643449,7.904919845,56.93753455,32.17247098,18.78175896
87,86,7,3,127,0,1,224,2,226,56.19469027,38.05309735,1008,1814,0.1245865491,90,1008,2779,1583,582,4,394,2,122,92,2779,1407,538,385,4,390,1,7,47,20.94278517,0.1439366679,14.17776178,0.07196833393,4.39006837,3.310543361,13.85390428,56.96293631,28.15656009
88,113,2,0,79,0,3,197,0,197,40.10152284,57.36040609,1009,2038,0.09666339549,91,1009,2265,1646,182,13,145,0,206,73,2265,1417,141,520,1,145,0,11,30,8.035320088,0.5739514349,6.401766004,0,9.094922737,3.222958057,22.9580574,72.67108168,19.04268891
89,118,2,2,65,0,2,189,4,193,33.67875648,61.13989637,1101,905,0.2132596685,92,1101,912,357,429,3,31,0,58,34,912,307,392,150,3,31,0,6,23,47.03947368,0.3289473684,3.399122807,0,6.359649123,3.728070175,16.44736842,39.14473684,41.15911602
90,209,2,1,154,0,0,366,7,373,41.28686327,56.03217158,1102,1542,0.2418936446,93,1102,1651,230,1090,25,21,2,196,87,1651,113,1016,442,8,21,2,11,38,66.02059358,1.514233798,1.27195639,0.1211387038,11.87159297,5.269533616,26.77165354,13.93095094,90.22632944
91,85,2,2,92,0,4,185,3,188,48.93617021,45.21276596,1103,1229,0.1529698942,94,1103,1385,196,891,9,13,1,195,80,1385,90,786,445,6,13,1,12,32,64.33212996,0.6498194946,0.9386281588,0.07220216606,14.07942238,5.776173285,32.1299639,14.15162455,28.75834011
92,139,2,4,126,0,1,272,0,272,46.32352941,51.10294118,1104,2003,0.1357963055,95,1104,2245,736,813,37,44,0,457,158,2245,406,709,1027,12,41,0,10,40,36.21380846,1.648106904,1.959910913,0,20.35634744,7.037861915,45.74610245,32.78396437,36.93659511
93,102,1,4,99,0,1,207,0,207,47.82608696,49.27536232,1105,1566,0.132183908,96,1105,1825,711,596,15,26,0,377,100,1825,440,505,803,7,26,0,11,33,32.65753425,0.8219178082,1.424657534,0,20.65753425,5.479452055,44,38.95890411,27.36206897
94,110,1,2,65,1,0,179,0,179,36.31284916,61.45251397,1106,1201,0.1490424646,97,1106,1257,777,176,3,62,0,163,76,1257,646,127,399,1,61,0,7,16,14.00159109,0.2386634845,4.932378679,0,12.96738266,6.046141607,31.74224344,61.81384248,26.67860117
95,157,0,4,69,0,1,231,0,231,29.87012987,67.96536797,1107,1631,0.1416309013,98,1107,1955,1096,464,12,51,0,255,77,1955,938,424,487,3,51,0,10,42,23.73401535,0.6138107417,2.608695652,0,13.04347826,3.938618926,24.91048593,56.06138107,32.7167382
96,145,3,2,96,0,0,246,0,246,39.02439024,58.94308943,1108,1734,0.1418685121,99,1108,1733,1185,223,10,153,1,106,55,1733,1081,196,253,3,153,1,13,33,12.8678592,0.577034045,8.828620889,0.0577034045,6.116560877,3.173687248,14.59896134,68.37853433,34.89965398
97,101,0,2,78,0,1,182,0,182,42.85714286,55.49450549,1109,987,0.1843971631,100,1109,997,844,63,1,41,0,23,25,997,790,48,99,0,40,0,3,17,6.318956871,0.1003009027,4.112337011,0,2.306920762,2.507522568,9.929789368,84.65396189,33.56028369
98,97,0,3,59,0,3,162,0,162,36.41975309,59.87654321,1110,1368,0.1184210526,101,1110,1462,1096,145,2,69,0,110,40,1462,998,122,238,1,68,0,13,22,9.917920657,0.1367989056,4.719562244,0,7.523939808,2.735978112,16.27906977,74.96580027,19.18421053
99,224,3,3,184,0,6,420,8,428,42.99065421,52.3364486,1201,1745,0.2452722063,102,1201,1812,137,1380,11,33,0,166,85,1812,74,1328,307,10,32,0,12,49,76.1589404,0.6070640177,1.821192053,0,9.161147903,4.690949227,16.94260486,7.560706402,104.9765043
100,200,0,3,158,0,8,369,2,371,42.58760108,53.9083558,1202,2165,0.1713625866,103,1202,2361,171,1767,17,17,1,288,100,2361,39,1664,529,9,17,1,45,57,74.841169,0.7200338839,0.7200338839,0.04235493435,12.19822109,4.235493435,22.40576027,7.242693774,63.57551963
101,114,3,3,99,0,1,220,3,223,44.39461883,51.12107623,1203,934,0.23875803,104,1203,794,55,604,4,24,1,75,31,794,20,564,151,1,24,1,11,22,76.07052897,0.5037783375,3.022670025,0.1259445844,9.445843829,3.904282116,19.01763224,6.926952141,53.24304069
102,128,4,1,85,0,0,218,2,220,38.63636364,58.18181818,1204,1153,0.1908065915,105,1204,1235,100,884,6,3,2,178,62,1235,47,826,274,5,3,2,30,48,71.57894737,0.4858299595,0.2429149798,0.1619433198,14.41295547,5.020242915,22.18623482,8.097165992,41.97745013
103,93,2,3,93,0,3,194,8,202,46.03960396,46.03960396,1205,687,0.2940320233,106,1205,860,48,684,10,2,0,86,30,860,15,655,151,6,1,0,12,20,79.53488372,1.162790698,0.2325581395,0,10,3.488372093,17.55813953,5.581395349,59.3944687
104,92,0,2,102,0,2,198,3,201,50.74626866,45.77114428,1206,910,0.2208791209,107,1206,858,41,693,6,9,0,65,44,858,21,659,134,5,9,0,10,20,80.76923077,0.6993006993,1.048951049,0,7.575757576,5.128205128,15.61771562,4.778554779,44.3967033
105,237,5,1,194,0,2,439,6,445,43.59550562,53.25842697,1207,2503,0.177786656,108,1207,3079,386,2016,22,19,0,507,129,3079,186,1876,914,15,18,0,12,58,65.47580383,0.7145177006,0.6170834687,0,16.46638519,4.189671971,29.68496265,12.53653784,79.11506193
106,55,0,2,46,1,2,106,3,109,42.20183486,50.4587156,1208,805,0.1354037267,109,1208,950,82,668,8,3,0,146,43,950,33,630,244,8,3,0,10,22,70.31578947,0.8421052632,0.3157894737,0,15.36842105,4.526315789,25.68421053,8.631578947,14.75900621
107,107,2,0,65,0,0,174,3,177,36.72316384,60.4519774,1209,1003,0.1764705882,110,1209,1116,95,802,7,15,1,134,62,1116,23,764,268,4,15,1,9,32,71.86379928,0.6272401434,1.344086022,0.08960573477,12.00716846,5.555555556,24.01433692,8.512544803,31.23529412
108,98,4,3,168,0,2,275,1,276,60.86956522,35.50724638,1301,1513,0.182419035,111,1301,1573,134,955,11,12,0,345,116,1573,41,851,458,8,11,0,130,74,60.71201526,0.6993006993,0.7628734901,0,21.93261284,7.374443738,29.11633821,8.518753973,50.34765367
109,32,0,0,35,0,0,67,0,67,52.23880597,47.76119403,1302,607,0.1103789127,112,1302,673,82,389,19,10,1,114,58,673,14,351,232,2,8,0,28,38,57.80089153,2.823179792,1.485884101,0.1485884101,16.93907875,8.618127786,34.47251114,12.18424963,7.39538715
110,41,1,1,68,0,3,114,0,114,59.64912281,35.96491228,1303,1282,0.08892355694,113,1303,3145,1502,573,16,681,5,279,89,3145,1293,515,547,7,681,5,41,56,18.21939587,0.5087440382,21.65341812,0.1589825119,8.871224165,2.829888712,17.3926868,47.75834658,10.13728549
111,51,0,2,79,0,3,135,2,137,57.66423358,37.22627737,1304,1078,0.1270871985,114,1304,1261,188,717,8,10,0,238,100,1261,82,668,370,5,10,0,62,64,56.85963521,0.6344171293,0.7930214116,0,18.8739096,7.930214116,29.34179223,14.90880254,17.4109462
112,55,1,1,76,0,1,134,0,134,56.71641791,41.04477612,1305,1020,0.131372549,115,1305,1352,334,529,5,11,2,346,125,1352,263,483,284,1,11,2,206,102,39.12721893,0.3698224852,0.8136094675,0.1479289941,25.59171598,9.24556213,21.00591716,24.70414201,17.60392157
113,58,2,5,172,1,2,240,1,241,71.36929461,24.06639004,1306,1356,0.1777286136,116,1306,1615,587,458,7,125,3,334,101,1615,517,420,272,4,125,3,196,78,28.35913313,0.4334365325,7.73993808,0.1857585139,20.68111455,6.253869969,16.84210526,36.34674923,42.83259587
114,54,1,10,231,0,2,298,1,299,77.25752508,18.06020067,1307,1461,0.2046543463,117,1307,1775,1010,199,1,431,0,79,55,1775,956,189,131,1,431,0,19,48,11.21126761,0.05633802817,24.28169014,0,4.450704225,3.098591549,7.38028169,56.90140845,61.19164956
115,53,0,10,149,0,0,212,0,212,70.28301887,25,1308,1309,0.1619556914,118,1308,1511,770,187,3,368,4,113,66,1511,719,172,146,3,366,0,49,56,12.37590999,0.1985440106,24.35473197,0.2647253475,7.478491066,4.367968233,9.662475182,50.95962938,34.33460657
116,40,2,6,161,0,2,211,0,211,76.30331754,18.95734597,1309,1323,0.1594860166,119,1309,1683,742,249,7,429,5,185,66,1683,692,228,170,6,428,0,103,56,14.79500891,0.4159239453,25.49019608,0.2970885324,10.9922757,3.921568627,10.1010101,44.08793821,33.65154951
117,71,7,25,397,0,2,502,5,507,78.30374753,14.00394477,1310,1643,0.3085818624,120,1310,1946,1510,122,0,218,2,46,48,1946,1466,116,95,0,218,2,10,39,6.269270298,0,11.2024666,0.1027749229,2.363823227,2.46659815,4.881808839,77.5950668,156.4510043
118,105,0,0,121,1,2,229,0,229,52.83842795,45.85152838,1401,2544,0.09001572327,121,1401,2866,279,1824,19,37,5,557,145,2866,48,1688,920,9,35,1,93,72,63.64270761,0.6629448709,1.290997906,0.1744591766,19.43475227,5.05931612,32.10048849,9.734822052,20.61360063
119,136,2,6,133,0,4,281,1,282,47.16312057,48.22695035,1402,2539,0.1110673494,122,1402,2695,142,2164,17,10,0,235,127,2695,42,2041,450,11,10,0,62,79,80.29684601,0.6307977737,0.3710575139,0,8.719851577,4.712430427,16.69758813,5.269016698,31.32099252
120,65,1,0,48,0,1,115,0,115,41.73913043,56.52173913,1403,1270,0.0905511811,123,1403,1549,75,1077,23,18,1,277,78,1549,20,987,459,17,18,1,11,36,69.52872821,1.484828922,1.162040026,0.06455777921,17.88250484,5.035506779,29.63202066,4.841833441,10.41338583
121,45,0,1,61,2,1,110,0,110,55.45454545,40.90909091,1404,1523,0.07222586999,124,1404,1654,124,1230,10,15,0,203,72,1654,49,1146,353,8,15,0,39,44,74.36517533,0.6045949214,0.9068923821,0,12.2732769,4.353083434,21.34220073,7.496977025,7.944845699
122,44,1,0,81,0,1,127,0,127,63.77952756,34.64566929,1405,1074,0.1182495345,125,1405,1439,36,1278,5,11,1,70,38,1439,9,1231,155,2,11,1,2,28,88.81167477,0.3474635163,0.7644197359,0.06949270327,4.864489229,2.640722724,10.77136901,2.501737318,15.01769088
123,57,2,1,47,0,0,107,0,107,43.92523364,53.27102804,1406,1069,0.1000935454,126,1406,1174,75,947,4,6,1,89,52,1174,41,878,211,2,6,0,11,25,80.66439523,0.3407155026,0.5110732538,0.08517887564,7.580919932,4.429301533,17.97274276,6.388415673,10.71000935
124,50,1,1,57,0,0,109,0,109,52.29357798,45.87155963,1407,1166,0.09348198971,127,1407,1388,94,1085,7,10,0,126,66,1388,20,1016,286,7,7,0,11,41,78.17002882,0.5043227666,0.7204610951,0,9.077809798,4.755043228,20.60518732,6.772334294,10.18953688
125,60,1,1,83,0,1,146,0,146,56.84931507,41.09589041,1408,1142,0.1278458844,128,1408,1494,147,1206,2,12,1,84,42,1494,93,1162,190,2,11,0,5,31,80.72289157,0.1338688086,0.8032128514,0.06693440428,5.62248996,2.81124498,12.71753681,9.83935743,18.66549912
126,34,0,0,73,5,0,112,0,112,65.17857143,30.35714286,1409,1283,0.0872954014,129,1409,1384,102,931,12,17,0,242,80,1384,13,844,459,5,17,0,19,27,67.26878613,0.8670520231,1.228323699,0,17.48554913,5.780346821,33.16473988,7.369942197,9.777084957
127,64,2,0,84,0,5,155,1,156,53.84615385,41.02564103,1410,1319,0.1182714177,130,1410,1937,205,1254,12,17,3,350,96,1937,26,1131,661,9,16,3,36,55,64.73928756,0.6195147135,0.8776458441,0.1548786784,18.06917914,4.956117708,34.12493547,10.58337636,18.45034117
128,54,0,0,59,0,1,114,0,114,51.75438596,47.36842105,1411,1158,0.09844559585,131,1411,1307,42,1065,3,10,0,121,66,1307,20,992,224,2,10,0,20,39,81.48431523,0.2295332823,0.7651109411,0,9.257842387,5.049732211,17.13848508,3.213465953,11.22279793
129,43,0,0,47,3,0,93,0,93,50.53763441,46.23655914,1412,724,0.1284530387,132,1412,809,28,680,1,9,0,74,17,809,3,646,121,1,9,0,25,4,84.05438813,0.1236093943,1.112484549,0,9.147095179,2.101359703,14.95673671,3.461063041,11.9461326
130,46,0,0,69,11,0,126,1,127,54.33070866,36.22047244,1413,1098,0.1156648452,133,1413,1206,38,1024,6,11,0,73,54,1206,18,973,149,1,11,0,17,37,84.90878939,0.4975124378,0.912106136,0,6.053067993,4.47761194,12.35489221,3.150912106,14.68943534
131,79,0,0,69,0,1,149,0,149,46.30872483,53.02013423,1414,1226,0.1215334421,134,1414,1350,10,1203,3,5,0,86,43,1350,5,1127,179,2,5,0,3,29,89.11111111,0.2222222222,0.3703703704,0,6.37037037,3.185185185,13.25925926,0.7407407407,18.10848287
132,67,1,0,76,0,1,145,0,145,52.4137931,46.20689655,1501,1585,0.09148264984,135,1501,1938,266,969,9,44,0,507,143,1938,130,874,554,7,44,0,223,106,50,0.4643962848,2.270381837,0,26.16099071,7.37874097,28.58617131,13.7254902,13.26498423
133,29,0,0,66,0,0,95,0,95,69.47368421,30.52631579,1502,1083,0.08771929825,136,1502,1270,74,787,5,8,0,297,99,1270,34,749,206,3,8,0,176,94,61.96850394,0.3937007874,0.6299212598,0,23.38582677,7.795275591,16.22047244,5.826771654,8.333333333
134,12,0,4,27,0,1,44,0,44,61.36363636,27.27272727,1503,726,0.06060606061,137,1503,875,75,418,3,31,0,260,88,875,56,383,164,3,28,0,163,78,47.77142857,0.3428571429,3.542857143,0,29.71428571,10.05714286,18.74285714,8.571428571,2.666666667
135,66,1,4,121,0,2,194,0,194,62.37113402,34.02061856,1504,1980,0.09797979798,138,1504,2477,366,912,2,389,1,562,245,2477,262,855,397,2,389,0,366,206,36.81873234,0.08074283407,15.70448123,0.04037141704,22.68873637,9.890997174,16.02745256,14.77593864,19.00808081
136,35,1,0,87,3,0,126,0,126,69.04761905,27.77777778,1505,1329,0.09480812641,139,1505,1661,214,964,13,92,0,261,117,1661,72,878,422,7,92,0,115,75,58.03732691,0.7826610476,5.538832029,0,15.71342565,7.043949428,25.4063817,12.88380494,11.94582393
137,34,1,10,123,0,0,168,0,168,73.21428571,20.23809524,1506,780,0.2153846154,140,1506,1038,329,154,1,459,0,57,38,1038,313,144,75,1,459,0,11,35,14.83622351,0.09633911368,44.21965318,0,5.49132948,3.66088632,7.225433526,31.6955684,36.18461538
138,38,1,0,75,0,1,115,0,115,65.2173913,33.04347826,1507,1082,0.106284658,141,1507,1305,165,660,3,22,0,329,126,1305,126,608,222,1,21,0,228,99,50.57471264,0.2298850575,1.685823755,0,25.21072797,9.655172414,17.01149425,12.64367816,12.22273567
139,29,2,3,68,0,1,103,0,103,66.01941748,28.15533981,1508,978,0.1053169734,142,1508,1319,208,562,6,302,2,169,70,1319,133,531,236,6,300,2,56,55,42.60803639,0.4548900682,22.89613343,0.1516300227,12.81273692,5.307050796,17.89234268,15.76952237,10.84764826
140,33,1,5,69,0,2,110,0,110,62.72727273,30,1509,1032,0.1065891473,143,1509,1362,266,472,5,353,1,200,65,1362,239,457,181,3,351,0,90,41,34.65491924,0.3671071953,25.91776799,0.07342143906,14.68428781,4.772393539,13.28928047,19.53010279,11.7248062
141,37,0,5,81,0,1,124,1,125,64.8,29.6,1601,1142,0.1094570928,144,1601,1581,388,444,5,566,0,125,53,1581,327,419,192,4,561,0,35,43,28.08349146,0.3162555345,35.8001265,0,7.906388362,3.352308665,12.14421252,24.54142948,13.6821366
142,26,0,11,126,0,0,163,0,163,77.3006135,15.95092025,1602,872,0.1869266055,145,1602,961,580,123,2,187,0,49,20,961,546,115,76,1,187,0,24,12,12.79916753,0.2081165453,19.45889698,0,5.098855359,2.081165453,7.90842872,60.35379813,30.4690367
143,69,1,2,115,0,1,188,0,188,61.17021277,36.70212766,1603,1462,0.1285909713,146,1603,1745,341,736,5,475,0,109,79,1745,313,709,122,2,475,0,58,66,42.17765043,0.2865329513,27.22063037,0,6.246418338,4.52722063,6.991404011,19.54154728,24.1751026
144,41,1,3,139,0,0,184,0,184,75.54347826,22.2826087,1604,1293,0.1423047177,147,1604,2177,685,688,9,481,0,211,103,2177,624,657,210,5,477,0,120,84,31.60312356,0.4134129536,22.09462563,0,9.692237023,4.73128158,9.646302251,31.46531925,26.18406806
145,34,1,8,200,0,2,245,0,245,81.63265306,13.87755102,1605,1408,0.1740056818,148,1605,1213,723,186,4,178,0,85,37,1213,688,167,126,2,178,0,24,28,15.33388293,0.3297609233,14.67436109,0,7.007419621,3.050288541,10.38746908,59.60428689,42.63139205
146,70,3,5,149,0,3,230,0,230,64.7826087,30.43478261,1606,1827,0.1258894362,149,1606,2277,580,881,4,577,1,146,88,2277,502,816,260,3,577,1,57,61,38.69126043,0.1756697409,25.34036012,0.04391743522,6.411945542,3.8647343,11.41853316,25.47211243,28.95457033
147,28,1,19,270,0,4,322,0,322,83.85093168,8.695652174,1607,1239,0.2598870056,150,1607,1361,1032,184,3,93,2,36,11,1361,1006,170,61,2,91,2,19,10,13.51947098,0.2204261572,6.833210874,0.1469507715,2.645113887,0.8082292432,4.48199853,75.82659809,83.68361582
148,50,1,12,294,0,2,359,0,359,81.89415042,13.9275766,1608,1409,0.2547906317,151,1608,1548,922,358,7,162,0,42,57,1548,901,331,93,7,161,0,10,45,23.12661499,0.4521963824,10.46511628,0,2.713178295,3.682170543,6.007751938,59.56072351,91.46983676
149,21,2,32,386,0,4,445,0,445,86.74157303,4.719101124,1609,1498,0.2970627503,152,1609,1655,1514,55,3,51,0,15,17,1655,1490,54,45,0,51,0,2,13,3.32326284,0.1812688822,3.081570997,0,0.9063444109,1.027190332,2.719033233,91.48036254,132.1929239
150,24,0,8,207,0,3,242,0,242,85.53719008,9.917355372,1610,1341,0.1804623415,153,1610,1559,1191,184,1,116,2,32,33,1559,1158,174,70,1,116,1,10,29,11.80243746,0.06414368185,7.440667094,0.1282873637,2.052597819,2.116741501,4.490057729,76.39512508,43.67188665
151,47,5,16,279,0,1,348,1,349,79.94269341,13.46704871,1611,1466,0.2380627558,154,1611,1575,1084,283,5,140,0,33,30,1575,1049,272,78,5,135,0,14,22,17.96825397,0.3174603175,8.888888889,0,2.095238095,1.904761905,4.952380952,68.82539683,83.08390177
152,17,4,20,495,0,3,539,0,539,91.83673469,3.153988868,1612,1192,0.4521812081,155,1612,1289,1208,46,4,16,0,9,6,1289,1197,45,15,4,16,0,6,6,3.568657874,0.310318076,1.241272304,0,0.6982156711,0.465477114,1.163692785,93.71605896,243.7256711
153,57,1,1,61,0,1,121,0,121,50.41322314,47.10743802,1701,1209,0.100082713,156,1701,1313,132,961,16,4,0,132,68,1313,44,927,243,4,4,0,32,59,73.19116527,1.218583397,0.3046458492,0,10.05331302,5.178979436,18.50723534,10.05331302,12.11000827
154,37,3,2,60,0,0,102,0,102,58.82352941,36.2745098,1702,826,0.1234866828,157,1702,983,85,617,6,93,2,124,56,983,55,563,176,1,91,0,51,46,62.76703967,0.6103763988,9.460834181,0.2034587996,12.61444557,5.696846389,17.90437436,8.646998983,12.59564165
155,90,1,1,147,0,4,243,0,243,60.49382716,37.03703704,1703,1821,0.1334431631,158,1703,1996,338,1383,2,40,3,151,79,1996,267,1330,273,1,40,0,35,50,69.28857715,0.1002004008,2.004008016,0.1503006012,7.565130261,3.957915832,13.67735471,16.93386774,32.42668863
156,90,1,3,191,3,0,288,0,288,66.31944444,31.25,1704,1827,0.157635468,159,1704,2105,514,1236,10,160,0,102,83,2105,492,1190,145,10,158,0,45,65,58.71733967,0.4750593824,7.600950119,0,4.845605701,3.942992874,6.888361045,24.41805226,45.39901478
157,39,0,0,42,2,0,83,1,84,50,46.42857143,1705,877,0.09578107184,160,1705,981,48,777,9,17,1,86,43,981,20,718,189,3,17,1,6,27,79.20489297,0.9174311927,1.732925586,0.1019367992,8.76656473,4.383282365,19.26605505,4.892966361,8.045610034
158,79,2,8,87,0,1,177,0,177,49.15254237,44.63276836,1706,1336,0.1324850299,161,1706,1526,386,790,10,130,1,137,72,1526,329,745,220,8,130,0,36,58,51.76933159,0.6553079948,8.519003932,0.06553079948,8.977719528,4.718217562,14.41677588,25.2948886,23.4498503
159,26,0,0,52,0,0,78,0,78,66.66666667,33.33333333,1707,728,0.1071428571,162,1707,803,44,684,4,10,0,28,33,803,40,660,59,3,10,0,12,19,85.18057285,0.498132005,1.245330012,0,3.486924035,4.109589041,7.347447073,5.479452055,8.357142857
160,53,1,2,74,0,0,130,0,130,56.92307692,40.76923077,1708,1210,0.1074380165,163,1708,1261,100,1002,9,10,0,91,49,1261,59,958,191,2,10,0,14,27,79.46074544,0.7137192704,0.7930214116,0,7.216494845,3.885804917,15.14670896,7.930214116,13.96694215
161,76,0,1,111,0,0,188,0,188,59.04255319,40.42553191,1709,904,0.2079646018,164,1709,1032,430,463,3,55,0,49,32,1032,387,444,97,3,55,0,18,28,44.86434109,0.2906976744,5.329457364,0,4.748062016,3.100775194,9.399224806,41.66666667,39.09734513
162,72,2,1,95,0,1,171,0,171,55.55555556,42.10526316,1710,1672,0.1022727273,165,1710,1842,111,1537,5,13,0,116,60,1842,68,1471,197,4,13,0,37,52,83.44191097,0.2714440825,0.7057546145,0,6.297502714,3.25732899,10.69489685,6.026058632,17.48863636
163,34,3,0,32,0,1,70,0,70,45.71428571,48.57142857,1711,633,0.1105845182,166,1711,708,103,486,1,41,0,54,23,708,86,468,66,1,41,0,31,15,68.6440678,0.1412429379,5.790960452,0,7.627118644,3.248587571,9.322033898,14.5480226,7.740916272
164,48,0,0,104,2,0,154,0,154,67.53246753,31.16883117,1712,929,0.1657696448,167,1712,1011,132,750,2,45,0,45,37,1011,120,729,76,2,42,0,16,26,74.18397626,0.1978239367,4.451038576,0,4.451038576,3.659742829,7.517309594,13.05637982,25.5285253
165,52,1,12,179,0,6,250,1,251,71.31474104,20.71713147,1713,1251,0.2006394884,168,1713,1535,840,458,2,121,0,52,62,1535,812,440,96,2,120,0,14,51,29.83713355,0.1302931596,7.882736156,0,3.38762215,4.039087948,6.254071661,54.72312704,50.36051159
